Feature ID,NRNS - NRNSA - Expression values,NRNS - NRNSB - Expression values,NRNS - NRNSC - Expression values,NRS - NRSA - Expression values,NRS - NRSB - Expression values,NRS - NRSC - Expression values
Medtr1g042230,0,0,0,0,0,0
Medtr1g042260,4,9,2,8,6,6
Medtr1g042280,1429,1563,1475,1401,1686,1460
Medtr1g042300,4166,4049,4498,3672,5399,4469
Medtr1g042310,0,1,1,0,0,0
Medtr1g042330,0,0,0,0,0,0
Medtr1g042340,0,0,0,0,0,0
Medtr1g042350,0,0,0,0,0,0
Medtr1g042360,1,0,0,0,0,0
Medtr1g042410,0,0,0,0,0,0
Medtr1g042480,0,0,0,0,0,0
Medtr1g042510,0,0,0,0,0,0
Medtr1g042525,0,0,0,0,0,0
Medtr1g042700,0,0,0,0,0,0
Medtr1g042730,29,25,29,34,45,32
Medtr1g042735,43,41,33,41,36,32
Medtr1g042745,117,97,124,63,144,111
Medtr1g042750,0,0,0,0,0,0
Medtr1g042770,0,0,0,0,0,0
Medtr1g042780,0,0,0,0,0,0
Medtr1g042790,0,0,0,0,0,0
Medtr1g042800,8,4,7,6,1,4
Medtr1g042810,0,0,0,0,0,0
Medtr1g042820,320,350,245,240,206,166
Medtr1g042830,0,0,0,0,0,0
Medtr1g042850,0,0,0,0,0,0
Medtr1g042893,0,0,0,0,0,0
Medtr1g042895,0,0,0,0,0,0
Medtr1g042900,0,0,0,0,0,0
Medtr1g042910,0,0,0,0,0,0
Medtr1g042940,0,0,0,0,0,0
Medtr1g043000,484,491,451,444,526,481
Medtr1g043030,0,0,1,0,0,0
Medtr1g043040,8495,7992,9173,7295,13321,9553
Medtr1g043050,0,0,0,0,0,1
Medtr1g043055,0,0,0,0,0,0
Medtr1g043080,99,162,130,105,123,134
Medtr1g043110,1,4,1,0,3,3
Medtr1g043170,3,1,3,0,1,1
Medtr1g043180,4,2,1,0,2,1
Medtr1g043190,1763,1776,1459,1612,1723,1572
Medtr1g043200,0,0,0,1,0,0
Medtr1g043220,20,45,22,189,185,28
Medtr1g043240,309,268,254,346,297,272
Medtr1g043290,52,230,138,97,262,101
Medtr1g043320,436,239,131,349,191,106
Medtr1g043340,0,1,0,1,0,0
Medtr1g043350,22,28,34,21,31,28
Medtr1g043380,0,0,0,0,0,0
Medtr1g043390,0,0,0,0,0,0
Medtr1g043400,5,1,5,2,6,0
Medtr1g043410,0,1,5,0,0,0
Medtr1g043430,449,433,495,391,527,470
Medtr1g043440,0,0,0,0,0,0
Medtr1g043450,40,32,19,29,48,28
Medtr1g043500,0,0,0,0,0,0
Medtr1g043520,0,0,0,0,0,0
Medtr1g043540,0,0,0,0,0,0
Medtr1g043590,0,0,0,0,0,0
Medtr1g043610,0,0,1,1,1,1
Medtr1g043690,197,235,221,138,223,147
Medtr1g043700,6,5,2,2,3,7
Medtr1g043730,1,0,0,0,0,0
Medtr1g043760,1232,1340,1646,1070,1718,1500
Medtr1g043770,204,250,245,215,264,165
Medtr1g043775,516,487,376,390,443,426
Medtr1g043790,0,0,0,0,0,0
Medtr1g043810,936,1066,1166,1133,1161,1185
Medtr1g043830,0,0,0,0,0,0
Medtr1g043840,6,15,9,3,7,7
Medtr1g044020,1892,2658,1909,1655,2066,1534
Medtr1g044095,0,0,0,0,0,0
Medtr1g044105,73,58,57,33,49,46
Medtr1g044120,293,259,274,193,407,251
Medtr1g044125,153,241,232,267,216,239
Medtr1g044130,3,1,3,5,7,3
Medtr1g044135,244,308,230,327,360,266
Medtr1g044145,146,163,163,147,188,139
Medtr1g044155,796,900,858,729,650,716
Medtr1g044185,0,0,0,0,0,0
Medtr1g044190,0,0,0,0,0,1
Medtr1g044200,0,0,0,0,0,0
Medtr1g044210,98,107,121,57,122,91
Medtr1g044225,25,16,21,14,12,16
Medtr1g044315,50,51,67,45,55,45
Medtr1g044330,0,0,0,0,0,0
Medtr1g044340,3,4,7,17,12,7
Medtr1g044450,1423,1732,1583,1593,1710,1584
Medtr1g044470,34,3,21,17,16,3
Medtr1g044480,2,0,0,0,0,0
Medtr1g044490,0,0,0,0,0,0
Medtr1g044500,0,0,0,0,0,0
Medtr1g044520,5,8,5,4,4,6
Medtr1g044550,0,0,0,1,0,0
Medtr1g044560,3,4,0,1,3,4
Medtr1g044580,158,130,110,91,153,122
Medtr1g044590,0,0,0,0,0,0
Medtr1g044600,0,0,0,0,0,0
Medtr1g044605,0,0,0,0,0,0
Medtr1g044640,0,0,0,0,0,0
Medtr1g044650,0,0,0,0,0,0
Medtr1g044660,5057,4317,4873,3610,6896,4877
Medtr1g044670,11,9,3,5,10,8
Medtr1g044690,0,0,0,0,0,0
Medtr1g044700,0,0,0,0,0,0
Medtr1g044720,2105,1998,2043,1967,2934,2029
Medtr1g044730,0,0,0,0,0,0
Medtr1g044740,0,0,0,0,0,0
Medtr1g044760,0,0,0,0,0,0
Medtr1g044770,0,0,0,0,0,0
Medtr1g044785,8,4,5,20,13,8
Medtr1g044795,0,0,0,0,0,0
Medtr1g045030,0,0,0,0,0,0
Medtr1g045040,0,0,0,0,0,0
Medtr1g045050,0,0,0,0,0,0
Medtr1g045060,69,66,49,72,71,57
Medtr1g045065,167,139,122,167,103,152
Medtr1g045100,0,0,0,0,1,0
Medtr1g045110,0,0,0,0,0,0
Medtr1g045120,112,278,310,103,256,207
Medtr1g045130,2262,2072,2240,1984,2990,2146
Medtr1g045140,19,21,17,34,25,51
Medtr1g045210,0,0,0,0,0,0
Medtr1g045340,0,0,0,0,0,0
Medtr1g045350,0,0,0,0,0,0
Medtr1g045370,142,142,133,118,168,127
Medtr1g045380,0,0,0,0,0,0
Medtr1g045410,2394,1898,2107,1766,4071,2204
Medtr1g045415,0,0,0,0,0,0
Medtr1g045430,0,0,0,0,0,0
Medtr1g045440,0,0,0,0,0,0
Medtr1g045467,0,0,0,0,0,0
Medtr1g045470,0,0,0,0,0,0
Medtr1g045490,837,1053,1095,801,1084,905
Medtr1g045505,529,430,473,406,679,441
Medtr1g045510,134,102,83,192,148,268
Medtr1g045520,138,158,150,146,163,184
Medtr1g045550,1018,1057,1203,970,1209,959
Medtr1g045560,0,0,0,0,0,0
Medtr1g045590,0,0,0,0,0,0
Medtr1g045610,73,29,33,52,28,28
Medtr1g045660,408,435,325,432,408,411
Medtr1g045663,3,1,3,1,3,1
Medtr1g045670,211,174,200,172,276,212
Medtr1g045680,0,0,0,0,0,0
Medtr1g045700,0,0,0,0,0,0
Medtr1g045720,0,0,0,0,0,0
Medtr1g045740,0,0,0,0,0,0
Medtr1g045750,2103,2151,2089,1902,2419,2108
Medtr1g045760,0,0,0,0,0,0
Medtr1g045770,0,0,0,0,0,0
Medtr1g045780,0,0,0,0,0,0
Medtr1g045790,2,1,1,1,1,3
Medtr1g045800,624,648,693,563,939,613
Medtr1g045820,0,0,0,0,0,0
Medtr1g045850,35,35,27,27,58,25
Medtr1g045860,2,0,1,0,0,3
Medtr1g045870,85,87,57,96,85,122
Medtr1g045880,78,96,79,67,78,77
Medtr1g045890,468,451,467,394,576,415
Medtr1g045900,1429,1377,1276,1278,1388,1289
Medtr1g045920,0,0,0,0,0,0
Medtr1g045930,344,394,376,451,407,409
Medtr1g045950,1,0,0,0,0,0
Medtr1g045960,0,0,0,0,0,0
Medtr1g045980,0,0,0,0,0,0
Medtr1g046005,0,0,0,0,0,0
Medtr1g046010,0,0,0,0,0,0
Medtr1g046020,0,0,0,0,0,0
Medtr1g046040,0,0,0,0,0,0
Medtr1g046070,5,11,10,3,7,8
Medtr1g046090,0,0,0,0,0,0
Medtr1g046110,0,0,0,0,0,0
Medtr1g046130,0,0,0,0,0,0
Medtr1g046150,0,0,0,0,0,0
Medtr1g046170,0,0,0,0,0,0
Medtr1g046190,0,0,0,0,0,0
Medtr1g046200,26,32,20,28,19,31
Medtr1g046210,402,454,372,408,411,397
Medtr1g046230,43,73,44,21,41,36
Medtr1g046240,0,0,0,0,0,0
Medtr1g046250,93,67,68,105,78,118
Medtr1g046260,0,0,0,0,0,0
Medtr1g046270,0,0,0,0,0,0
Medtr1g046290,0,0,0,0,0,0
Medtr1g046300,0,0,0,0,0,0
Medtr1g046320,0,0,0,0,0,0
Medtr1g046340,0,0,0,0,0,0
Medtr1g046350,956,1027,989,832,1167,943
Medtr1g046360,1436,1652,1383,1537,1346,1470
Medtr1g046380,1604,1448,1662,1312,1841,1612
Medtr1g046400,0,0,0,0,0,0
Medtr1g046440,0,0,0,0,0,0
Medtr1g046450,18,16,10,18,42,19
Medtr1g046460,467,415,403,379,551,416
Medtr1g046480,147,148,101,176,177,75
Medtr1g046490,702,964,956,703,705,824
Medtr1g046500,368,503,521,346,336,317
Medtr1g046510,63,57,51,44,86,56
Medtr1g046540,0,0,0,0,0,0
Medtr1g046550,0,0,0,0,0,0
Medtr1g046570,0,0,0,0,0,0
Medtr1g046580,744,920,928,786,982,809
Medtr1g046590,364,345,396,321,460,412
Medtr1g046600,0,0,0,0,1,0
Medtr1g046620,303,353,274,322,313,376
Medtr1g046640,0,0,0,0,0,1
Medtr1g046650,127,146,119,121,102,104
Medtr1g046660,154,130,109,120,164,101
Medtr1g046680,154,167,174,192,273,229
Medtr1g046690,5,5,6,9,14,4
Medtr1g046710,0,0,0,0,0,0
Medtr1g046720,0,0,0,0,0,0
Medtr1g046730,274,318,296,301,424,352
Medtr1g046740,383,404,433,312,426,405
Medtr1g046750,0,0,0,0,0,0
Medtr1g046760,0,0,0,0,0,0
Medtr1g046770,0,0,0,0,0,0
Medtr1g046790,0,0,2,0,0,0
Medtr1g046800,173,187,211,163,171,155
Medtr1g046810,0,0,0,0,0,0
Medtr1g046820,1,0,0,0,2,0
Medtr1g046830,0,0,0,0,0,0
Medtr1g046850,0,0,1,0,0,0
Medtr1g046870,0,0,0,0,0,0
Medtr1g046880,0,0,0,0,0,0
Medtr1g046900,0,0,0,0,0,0
Medtr1g046920,0,0,0,0,0,0
Medtr1g046930,0,0,0,0,0,0
Medtr1g046940,0,0,0,0,0,0
Medtr1g046950,0,0,0,0,0,0
Medtr1g046960,0,0,0,0,0,0
Medtr1g047000,0,0,0,0,0,0
Medtr1g047010,0,0,0,0,0,0
Medtr1g047020,0,0,0,0,0,0
Medtr1g047040,0,0,0,0,0,0
Medtr1g047060,0,0,0,0,0,0
Medtr1g047080,0,0,0,0,0,0
Medtr1g047090,0,0,0,0,0,0
Medtr1g047100,0,0,0,0,0,0
Medtr1g047130,567,445,492,416,752,548
Medtr1g047150,0,0,0,0,1,0
Medtr1g047160,0,0,0,0,0,0
Medtr1g047180,409,489,459,418,509,425
Medtr1g047190,0,0,0,0,0,0
Medtr1g047200,745,729,694,658,885,779
Medtr1g047210,4762,5013,4988,4791,5231,4818
Medtr1g047220,0,0,0,0,0,0
Medtr1g047230,0,0,0,0,0,0
Medtr1g047250,1683,1564,1709,1576,2370,1716
Medtr1g047290,0,0,0,0,0,0
Medtr1g047300,0,0,0,0,0,0
Medtr1g047330,0,0,0,0,0,0
Medtr1g047370,2772,3070,2754,3195,4253,3165
Medtr1g047390,344,303,295,334,431,344
Medtr1g047400,0,1,0,1,0,0
Medtr1g047460,0,0,0,0,0,0
Medtr1g047480,0,0,0,0,0,0
Medtr1g047490,0,0,0,0,0,0
Medtr1g047530,0,0,0,0,0,0
Medtr1g047540,0,0,0,0,0,0
Medtr1g047550,0,0,1,0,0,0
Medtr1g047560,0,0,0,0,0,0
Medtr1g047570,0,0,0,0,0,0
Medtr1g047610,1,2,0,1,1,0
Medtr1g047620,0,0,0,0,0,0
Medtr1g047640,59,53,67,69,59,64
Medtr1g047660,1,0,1,0,1,2
Medtr1g047670,682,633,600,468,645,598
Medtr1g047690,0,0,0,0,0,0
Medtr1g047710,0,0,0,0,0,0
Medtr1g047720,0,0,0,1,0,1
Medtr1g047730,2,5,2,2,7,10
Medtr1g047740,504,480,428,505,461,475
Medtr1g047790,187,142,161,129,240,149
Medtr1g047800,133,119,107,111,106,101
Medtr1g047840,0,0,0,0,0,0
Medtr1g047860,0,0,0,0,0,0
Medtr1g047870,0,0,0,0,0,0
Medtr1g047890,0,0,0,0,0,0
Medtr1g047910,0,0,0,0,0,0
Medtr1g047920,0,0,0,0,0,0
Medtr1g047930,0,0,0,0,0,0
Medtr1g047940,0,0,0,0,0,0
Medtr1g047950,0,0,0,0,0,0
Medtr1g047960,0,0,0,0,0,0
Medtr1g047970,2,2,4,2,2,2
Medtr1g047990,205,150,180,163,175,182
Medtr1g048000,24431,24955,24985,21659,31112,23393
Medtr1g048030,1354,1096,1356,998,2298,1356
Medtr1g048060,74,96,119,96,103,127
Medtr1g048070,9,9,7,11,4,5
Medtr1g048080,370,421,335,421,354,394
Medtr1g048110,0,0,0,1,1,1
Medtr1g048120,0,0,0,0,0,0
Medtr1g048130,0,0,0,0,0,1
Medtr1g048140,0,0,0,0,0,0
Medtr1g048160,0,0,0,0,0,0
Medtr1g048170,0,0,0,0,0,0
Medtr1g048200,0,0,0,0,0,0
Medtr1g048260,0,0,0,0,0,0
Medtr1g048290,0,0,0,0,0,0
Medtr1g048300,0,0,0,0,0,0
Medtr1g048320,0,0,0,0,0,0
Medtr1g048330,0,0,0,0,0,0
Medtr1g048340,0,0,0,0,0,0
Medtr1g048350,0,0,0,0,0,0
Medtr1g048360,34,30,23,47,38,28
Medtr1g048370,1879,1897,1792,1750,1998,1729
Medtr1g048380,0,0,0,0,0,0
Medtr1g048460,0,0,0,0,0,0
Medtr1g048470,76,76,99,148,61,122
Medtr1g048480,0,0,0,0,0,0
Medtr1g048490,0,0,0,0,0,0
Medtr1g048600,0,0,0,0,0,0
Medtr1g048610,234,513,332,324,542,625
Medtr1g048630,501,476,538,398,710,448
Medtr1g048660,0,0,0,0,0,0
Medtr1g048710,15,23,35,27,28,10
Medtr1g048720,53,39,34,37,33,16
Medtr1g048730,0,0,0,0,0,0
Medtr1g048750,4,0,2,1,0,0
Medtr1g048770,0,0,0,0,0,0
Medtr1g048790,0,0,0,0,0,0
Medtr1g048800,0,0,0,0,0,0
Medtr1g048820,0,0,0,0,0,0
Medtr1g048840,0,0,0,0,0,0
Medtr1g048860,0,0,0,1,0,0
Medtr1g048870,0,0,0,0,0,0
Medtr1g048880,0,0,0,0,0,0
Medtr1g048940,0,0,0,0,0,0
Medtr1g048950,0,0,0,0,0,1
Medtr1g048960,2200,2310,2535,1819,2731,2127
Medtr1g048970,92,117,97,91,106,115
Medtr1g048990,431,409,406,334,344,373
Medtr1g049000,0,0,0,0,0,0
Medtr1g049020,0,0,0,0,0,0
Medtr1g049030,0,0,0,0,0,0
Medtr1g049050,0,0,0,0,0,0
Medtr1g049060,0,0,0,0,2,0
Medtr1g049070,0,2,3,6,5,4
Medtr1g049100,0,0,0,0,0,0
Medtr1g049120,926,963,935,915,1122,940
Medtr1g049140,82,213,297,87,85,248
Medtr1g049170,155,177,155,220,178,207
Medtr1g049180,213,208,195,237,244,229
Medtr1g049200,19,22,34,22,38,37
Medtr1g049210,0,0,0,0,0,1
Medtr1g049220,0,0,0,0,0,0
Medtr1g049240,27,13,12,13,21,17
Medtr1g049270,0,0,0,0,0,0
Medtr1g049330,0,0,0,0,0,0
Medtr1g049370,464,397,450,434,640,596
Medtr1g049380,0,0,0,0,0,0
Medtr1g050130,0,1,0,0,0,0
Medtr1g050140,8,3,3,12,8,6
Medtr1g050145,22,19,7,18,16,13
Medtr1g050170,0,0,0,0,0,0
Medtr1g050220,5,3,6,10,6,7
Medtr1g050230,0,0,0,1,0,0
Medtr1g050270,0,0,0,0,0,0
Medtr1g050305,0,0,0,0,0,0
Medtr1g050308,0,0,0,0,0,0
Medtr1g050312,0,0,0,0,0,0
Medtr1g050318,0,0,0,0,0,0
Medtr1g050322,317,291,250,285,218,217
Medtr1g050325,190,178,232,196,399,254
Medtr1g050328,391,470,587,540,1004,522
Medtr1g050332,0,0,0,0,0,0
Medtr1g050338,0,0,0,0,0,0
Medtr1g050340,1407,1548,1490,1354,1573,1462
Medtr1g050345,0,0,0,0,0,0
Medtr1g050352,0,0,0,0,0,0
Medtr1g050360,601,557,554,486,686,524
Medtr1g050362,0,0,0,0,0,0
Medtr1g050370,0,0,0,0,0,0
Medtr1g050372,0,0,0,0,0,0
Medtr1g050382,1,2,1,3,5,6
Medtr1g050385,115,98,117,109,151,121
Medtr1g050388,0,0,0,0,0,0
Medtr1g050395,1,0,0,0,0,0
Medtr1g050402,12,6,7,22,14,13
Medtr1g050405,0,0,0,0,0,0
Medtr1g050415,0,0,0,0,0,0
Medtr1g050418,0,0,0,0,0,0
Medtr1g050425,326,345,300,368,351,377
Medtr1g050428,284,262,243,248,283,310
Medtr1g050430,0,0,0,0,0,0
Medtr1g050432,454,440,483,408,630,460
Medtr1g050435,0,0,0,0,0,0
Medtr1g050438,0,0,0,0,0,0
Medtr1g050442,0,0,0,0,0,0
Medtr1g050445,116,92,79,125,149,177
Medtr1g050448,462,454,389,642,638,667
Medtr1g050458,465,459,299,780,536,576
Medtr1g050462,286,270,266,243,315,321
Medtr1g050465,282,234,213,265,245,254
Medtr1g050472,486,479,530,397,669,450
Medtr1g050475,6,3,3,3,2,1
Medtr1g050478,161,189,174,175,152,122
Medtr1g050480,0,0,0,0,0,0
Medtr1g050488,0,0,0,0,0,0
Medtr1g050492,771,688,698,588,816,671
Medtr1g050495,59,42,39,48,68,58
Medtr1g050500,0,0,0,0,0,0
Medtr1g050502,436,451,510,393,498,463
Medtr1g050505,373,310,329,257,401,279
Medtr1g050508,0,0,0,0,0,0
Medtr1g050510,691,848,742,725,791,751
Medtr1g050512,508,563,499,579,542,543
Medtr1g050518,0,0,2,0,0,2
Medtr1g050520,224,223,201,157,194,190
Medtr1g050525,12,12,9,9,13,4
Medtr1g050528,55,45,37,48,52,41
Medtr1g050530,68,76,58,71,72,88
Medtr1g050532,0,0,0,0,0,0
Medtr1g050535,515,561,542,529,599,514
Medtr1g050538,142,144,155,121,163,161
Medtr1g050540,0,0,0,0,0,0
Medtr1g050542,125,129,127,142,155,144
Medtr1g050545,858,866,850,1031,1055,1176
Medtr1g050550,0,0,0,0,1,3
Medtr1g050570,0,0,0,0,0,0
Medtr1g050590,0,0,0,0,0,0
Medtr1g050640,1031,926,945,1302,1205,1289
Medtr1g050670,516,713,530,728,537,617
Medtr1g050690,990,1141,1066,1073,1140,1003
Medtr1g050700,34,30,31,34,32,34
Medtr1g050710,0,0,0,0,0,0
Medtr1g050720,653,669,635,612,642,652
Medtr1g050730,401,348,416,306,575,424
Medtr1g050740,0,0,0,0,0,0
Medtr1g050750,541,471,546,421,974,501
Medtr1g050760,260,242,247,236,285,260
Medtr1g050765,9,6,8,17,11,5
Medtr1g050805,0,0,0,0,0,0
Medtr1g050845,2,2,2,1,1,0
Medtr1g050855,42,20,35,40,23,37
Medtr1g050875,0,0,0,0,0,0
Medtr1g050885,0,0,0,0,0,0
Medtr1g050895,0,0,0,0,0,0
Medtr1g050915,0,0,0,0,0,0
Medtr1g050925,0,1,0,0,0,0
Medtr1g050965,0,0,0,0,0,0
Medtr1g050985,0,0,0,0,0,0
Medtr1g051025,69,126,155,53,132,164
Medtr1g051055,571,662,676,513,829,608
Medtr1g051065,0,0,0,0,0,0
Medtr1g051075,3,12,10,6,6,9
Medtr1g051085,3,1,1,1,3,1
Medtr1g051105,345,411,408,299,389,375
Medtr1g051110,7,15,12,13,10,18
Medtr1g051115,40,48,35,59,55,57
Medtr1g051120,131,101,62,109,139,115
Medtr1g051125,321,408,384,268,432,286
Medtr1g051155,161,150,147,131,148,143
Medtr1g051165,182,154,138,165,189,152
Medtr1g051170,13,12,4,7,8,7
Medtr1g051175,1,0,0,0,0,0
Medtr1g051180,0,0,0,0,0,0
Medtr1g051185,0,1,0,0,0,0
Medtr1g051190,0,0,0,0,0,0
Medtr1g051195,16,19,12,13,12,5
Medtr1g051200,0,0,0,0,0,0
Medtr1g051205,30,52,33,43,46,28
Medtr1g051210,13,14,10,22,19,17
Medtr1g051215,113,123,106,108,126,106
Medtr1g051220,0,0,0,0,0,0
Medtr1g051230,360,294,350,269,551,330
Medtr1g051235,0,0,0,0,0,0
Medtr1g051240,0,0,0,0,0,0
Medtr1g051245,399,427,406,503,438,444
Medtr1g051260,0,0,0,0,0,0
Medtr1g051285,0,0,0,0,0,0
Medtr1g051310,6,2,4,4,5,5
Medtr1g051315,101,81,85,113,103,133
Medtr1g051330,0,0,0,0,0,0
Medtr1g051340,0,0,0,0,0,0
Medtr1g051360,0,0,0,0,0,0
Medtr1g051365,2,2,3,1,2,5
Medtr1g051380,167,163,185,141,224,187
Medtr1g051385,60,79,66,57,62,71
Medtr1g051400,0,0,0,0,0,0
Medtr1g051420,0,0,0,0,0,0
Medtr1g051425,0,0,0,0,0,0
Medtr1g051465,0,0,0,0,0,0
Medtr1g051500,0,0,0,0,0,0
Medtr1g051505,0,0,0,0,0,0
Medtr1g051515,0,0,0,0,0,0
Medtr1g051520,0,0,0,0,0,0
Medtr1g051530,1,1,1,1,2,1
Medtr1g051540,0,0,0,1,1,0
Medtr1g051570,0,0,0,0,0,0
Medtr1g051585,313,409,423,243,332,219
Medtr1g051605,0,0,0,0,0,0
Medtr1g051620,1,7,5,6,6,2
Medtr1g051625,973,980,905,708,899,810
Medtr1g051630,0,0,0,0,0,0
Medtr1g051645,0,0,1,0,0,0
Medtr1g051655,0,0,0,0,0,0
Medtr1g051670,2,1,1,0,1,1
Medtr1g051685,0,0,2,1,0,0
Medtr1g051690,0,0,0,0,0,0
Medtr1g051695,0,0,0,0,0,0
Medtr1g051700,0,0,0,0,0,0
Medtr1g051735,0,0,0,0,0,0
Medtr1g051750,0,0,0,0,0,0
Medtr1g051760,71,39,56,64,61,55
Medtr1g051765,0,0,0,0,0,0
Medtr1g051810,182,338,266,157,170,142
Medtr1g051815,0,0,0,0,0,0
Medtr1g051820,2189,2109,2146,1903,3295,2161
Medtr1g051825,1414,1543,1435,1497,1685,1464
Medtr1g051840,0,0,0,0,0,0
Medtr1g051855,0,0,0,0,0,0
Medtr1g051860,0,0,0,0,0,0
Medtr1g051880,0,0,0,0,0,0
Medtr1g051895,1535,1580,1553,1523,2028,2228
Medtr1g051945,0,0,0,0,0,0
Medtr1g052005,0,0,0,0,0,0
Medtr1g052030,0,0,0,0,0,0
Medtr1g052035,0,0,0,0,0,0
Medtr1g052045,0,0,0,0,0,0
Medtr1g052055,0,0,0,0,0,0
Medtr1g052065,0,2,1,6,4,5
Medtr1g052090,0,0,0,0,0,0
Medtr1g052100,17,11,14,22,20,14
Medtr1g052110,387,378,379,311,566,413
Medtr1g052115,889,1130,1100,922,1093,883
Medtr1g052120,39,53,25,66,51,51
Medtr1g052125,322,394,344,361,305,329
Medtr1g052130,0,0,0,0,0,0
Medtr1g052135,15,13,12,38,22,40
Medtr1g052140,0,0,0,0,0,0
Medtr1g052165,1,3,0,47,1,0
Medtr1g052170,69,91,97,79,80,69
Medtr1g052175,1304,1377,1207,1548,1566,1464
Medtr1g052185,0,0,0,0,0,0
Medtr1g052205,0,0,0,0,0,0
Medtr1g052210,0,0,0,0,0,0
Medtr1g052225,0,0,0,0,0,0
Medtr1g052230,0,0,0,0,0,0
Medtr1g052260,8,5,17,9,8,10
Medtr1g052270,50,63,48,42,57,53
Medtr1g052275,0,0,0,0,0,0
Medtr1g052285,0,0,0,0,0,0
Medtr1g052305,0,0,0,0,0,0
Medtr1g052310,0,0,0,0,0,0
Medtr1g052315,0,0,0,0,0,0
Medtr1g052330,0,0,0,0,0,0
Medtr1g052345,0,0,0,0,0,0
Medtr1g052380,0,0,0,0,0,0
Medtr1g052385,0,0,0,0,0,0
Medtr1g052390,0,0,0,0,0,0
Medtr1g052405,176,166,190,167,198,172
Medtr1g052410,0,0,0,0,0,0
Medtr1g052415,0,0,0,0,0,0
Medtr1g052420,0,0,0,0,0,0
Medtr1g052425,263,291,258,293,281,227
Medtr1g052430,0,0,0,0,0,0
Medtr1g052435,0,0,0,0,0,0
Medtr1g052465,0,0,0,0,0,0
Medtr1g052470,304,350,249,376,222,205
Medtr1g052475,343,395,350,364,352,353
Medtr1g052490,0,0,0,0,0,0
Medtr1g052500,70,51,53,42,74,56
Medtr1g052505,3,7,6,2,7,3
Medtr1g052510,2,9,5,7,4,4
Medtr1g052515,55,40,45,52,54,58
Medtr1g052525,17,12,8,9,17,10
Medtr1g052530,1981,2463,2143,2258,2364,2331
Medtr1g052535,1500,1491,1272,1677,1559,1649
Medtr1g052560,533,511,378,642,580,659
Medtr1g052575,0,0,0,0,0,0
Medtr1g052595,0,0,0,0,0,0
Medtr1g052605,0,0,0,0,0,0
Medtr1g052610,3,2,3,4,1,2
Medtr1g052615,0,0,1,0,0,0
Medtr1g052620,0,0,0,0,0,0
Medtr1g052640,491,672,746,596,578,569
Medtr1g052680,9,6,8,17,15,10
Medtr1g052685,501,466,491,459,573,527
Medtr1g052700,35,27,28,33,45,44
Medtr1g052715,0,0,0,1,0,0
Medtr1g052720,0,0,0,0,0,2
Medtr1g052730,890,1090,1192,708,1135,875
Medtr1g052765,0,0,0,0,0,0
Medtr1g052770,139,139,93,185,138,155
Medtr1g052785,0,0,0,0,0,0
Medtr1g052795,0,0,0,0,0,0
Medtr1g052810,0,0,0,0,0,0
Medtr1g052835,0,0,0,0,0,0
Medtr1g052840,6,13,14,10,7,10
Medtr1g052850,2,3,3,4,5,5
Medtr1g052855,0,1,6,5,3,3
Medtr1g052865,0,0,0,0,0,0
Medtr1g052870,0,0,0,0,0,0
Medtr1g052875,0,0,0,0,0,0
Medtr1g052880,51,67,42,39,61,56
Medtr1g052885,126,153,168,87,141,176
Medtr1g052890,0,0,0,0,0,0
Medtr1g052915,0,0,0,0,0,0
Medtr1g052925,0,0,0,0,0,0
Medtr1g052955,0,0,0,0,0,0
Medtr1g052970,3,0,1,2,1,1
Medtr1g052980,0,0,0,0,0,0
Medtr1g053025,0,0,0,0,0,0
Medtr1g053035,0,0,0,0,0,0
Medtr1g053050,0,0,0,0,0,0
Medtr1g053065,0,0,0,0,0,0
Medtr1g053070,0,1,1,2,0,3
Medtr1g053075,0,0,0,0,0,0
Medtr1g053125,0,0,0,0,0,0
Medtr1g053130,276,403,459,358,476,582
Medtr1g053150,0,0,0,0,0,0
Medtr1g053160,287,286,311,320,383,390
Medtr1g053175,4,9,0,6,3,4
Medtr1g053180,0,0,0,0,0,0
Medtr1g053190,0,0,0,0,0,0
Medtr1g053255,598,648,601,498,845,592
Medtr1g053260,1,1,0,0,1,0
Medtr1g053265,0,0,0,0,0,0
Medtr1g053270,1601,1404,1641,1210,2299,1532
Medtr1g053275,0,0,0,0,0,0
Medtr1g053285,0,0,0,0,0,0
Medtr1g053290,0,0,0,0,0,0
Medtr1g053295,0,0,0,0,0,0
Medtr1g053315,0,0,0,0,0,0
Medtr1g053320,1,3,3,3,6,6
Medtr1g053325,0,0,0,0,0,0
Medtr1g053330,0,0,0,0,0,0
Medtr1g053360,353,370,397,373,495,378
Medtr1g053380,0,0,0,0,0,0
Medtr1g053405,0,0,0,0,0,0
Medtr1g053410,0,0,0,0,0,0
Medtr1g053420,0,0,0,0,0,0
Medtr1g053430,0,0,0,0,0,0
Medtr1g053435,0,0,0,0,0,0
Medtr1g053470,480,598,533,492,537,625
Medtr1g053480,22,39,31,20,28,22
Medtr1g053485,44,70,55,49,49,45
Medtr1g053510,1,1,3,1,0,1
Medtr1g053515,0,0,0,0,0,0
Medtr1g053520,719,770,753,748,888,743
Medtr1g053525,0,0,1,0,1,0
Medtr1g053530,0,0,0,0,0,0
Medtr1g053560,8,12,12,8,11,7
Medtr1g053570,122,114,132,102,131,112
Medtr1g053575,4,3,3,0,2,3
Medtr1g053590,0,0,0,0,0,0
Medtr1g053600,0,0,0,0,0,0
