Feature ID,NRNS - NRNSA - Expression values,NRNS - NRNSB - Expression values,NRNS - NRNSC - Expression values,NRS - NRSA - Expression values,NRS - NRSB - Expression values,NRS - NRSC - Expression values
Medtr3g091015,0,0,0,0,0,0
Medtr3g091030,0,0,0,0,0,0
Medtr3g091040,833,930,861,860,1004,781
Medtr3g091045,37,64,64,57,54,32
Medtr3g091060,1545,1529,1583,1469,1911,1666
Medtr3g091070,51,71,64,53,102,70
Medtr3g091075,16,23,18,9,29,18
Medtr3g091080,926,1094,1117,903,938,890
Medtr3g091090,850,783,706,1211,1161,1032
Medtr3g091130,235,243,220,226,195,223
Medtr3g091140,211,213,222,209,277,229
Medtr3g091160,0,0,0,0,0,0
Medtr3g091180,379,420,418,334,426,379
Medtr3g091190,2032,1895,2177,1418,2275,1558
Medtr3g091200,213,286,210,323,267,323
Medtr3g091230,0,0,0,0,0,1
Medtr3g091250,1209,1175,1163,1194,1557,1288
Medtr3g091270,184,263,179,210,252,258
Medtr3g091280,735,871,785,745,945,800
Medtr3g091290,401,476,455,476,390,417
Medtr3g091310,527,591,548,507,664,536
Medtr3g091340,394,292,391,281,466,375
Medtr3g091350,0,0,1,2,0,0
Medtr3g091360,0,0,0,0,1,0
Medtr3g091380,143,136,170,100,173,106
Medtr3g091400,488,515,502,449,513,566
Medtr3g091420,1522,1705,1781,1537,1870,1582
Medtr3g091430,0,0,0,0,0,0
Medtr3g091440,981,1155,1063,717,777,805
Medtr3g091460,309,262,315,296,489,334
Medtr3g091500,133,172,123,148,134,145
Medtr3g091503,31,32,27,39,27,24
Medtr3g091510,808,932,630,1008,793,846
Medtr3g091540,0,0,0,0,0,0
Medtr3g091550,1190,1315,1215,1393,1518,1369
Medtr3g091560,50,59,29,44,45,49
Medtr3g091570,523,487,440,588,506,552
Medtr3g091605,0,0,0,0,0,0
Medtr3g091610,275,340,330,311,377,304
Medtr3g091620,24,20,39,18,52,27
Medtr3g091640,889,930,877,770,1008,851
Medtr3g091650,226,186,183,173,237,199
Medtr3g091660,0,0,0,0,0,0
Medtr3g091670,0,0,0,0,0,0
Medtr3g091680,108,127,110,126,158,169
Medtr3g091690,1,2,1,1,0,0
Medtr3g091700,0,0,0,0,1,0
Medtr3g091720,0,0,0,0,0,0
Medtr3g091750,0,0,0,0,0,0
Medtr3g091760,232,367,344,277,368,305
Medtr3g091770,1066,1293,906,996,885,808
Medtr3g091780,262,274,248,264,344,314
Medtr3g091800,278,229,280,195,340,319
Medtr3g091820,388,342,295,442,404,454
Medtr3g091830,6,1,3,7,6,4
Medtr3g091840,343,291,218,302,237,218
Medtr3g091850,276,286,243,333,321,308
Medtr3g091860,550,576,613,545,749,583
Medtr3g091865,0,0,0,0,0,0
Medtr3g091890,2,0,1,0,0,0
Medtr3g091920,693,573,583,631,887,764
Medtr3g091940,811,946,911,768,1113,826
Medtr3g091950,0,0,0,0,0,0
Medtr3g091990,0,0,0,0,0,0
Medtr3g092000,0,0,0,0,0,0
Medtr3g092020,220,279,220,310,279,265
Medtr3g092030,4028,4179,4737,3644,6351,4101
Medtr3g092040,209,191,155,242,211,310
Medtr3g092050,78,73,78,64,68,67
Medtr3g092060,189,308,280,261,270,258
Medtr3g092070,1189,1191,1074,1281,1200,1169
Medtr3g092080,239,222,224,201,330,245
Medtr3g092090,1469,1395,1433,1540,1426,1996
Medtr3g092095,7412,7066,7341,6703,9124,7439
Medtr3g092100,850,963,824,949,999,893
Medtr3g092110,4315,4029,3958,4774,4883,4711
Medtr3g092130,4686,4180,4290,3607,6940,4562
Medtr3g092140,9,7,10,7,5,3
Medtr3g092150,158,222,143,171,140,238
Medtr3g092170,1,1,0,1,0,0
Medtr3g092175,2,1,1,2,2,1
Medtr3g092200,638,743,655,528,608,628
Medtr3g092220,1150,1041,809,900,813,712
Medtr3g092230,515,593,644,515,605,510
Medtr3g092250,2438,2608,2635,2325,3279,2505
Medtr3g092260,11,13,27,25,18,15
Medtr3g092270,382,331,328,308,477,354
Medtr3g092310,246,222,240,210,349,228
Medtr3g092320,1,0,0,0,1,0
Medtr3g092330,5,15,8,10,5,16
Medtr3g092350,0,0,0,0,0,0
Medtr3g092360,0,0,1,0,1,0
Medtr3g092370,0,0,0,0,0,0
Medtr3g092390,39,85,87,103,121,114
Medtr3g092400,1,2,0,6,4,7
Medtr3g092420,48,95,87,73,102,91
Medtr3g092425,577,597,558,887,860,677
Medtr3g092435,484,395,342,507,551,442
Medtr3g092440,224,286,277,268,325,267
Medtr3g092460,3,1,2,1,2,0
Medtr3g092470,63,53,55,36,52,68
Medtr3g092475,0,0,0,0,0,0
Medtr3g092490,863,955,752,1016,928,855
Medtr3g092500,0,0,0,0,0,0
Medtr3g092510,2433,2628,2463,2388,2509,2544
Medtr3g092540,0,0,0,0,0,0
Medtr3g092550,1010,1043,1019,963,1178,1034
Medtr3g092580,1429,1316,1370,1260,1838,1610
Medtr3g092590,180,214,180,222,214,191
Medtr3g092600,2991,2716,2879,2293,4075,2760
Medtr3g092627,0,0,0,0,0,0
Medtr3g092630,93,333,202,182,283,307
Medtr3g092635,84,71,62,99,69,62
Medtr3g092640,441,611,486,469,579,549
Medtr3g092660,0,0,0,0,0,0
Medtr3g092670,303,372,298,299,316,366
Medtr3g092680,0,0,0,0,0,0
Medtr3g092690,0,0,0,0,0,1
Medtr3g092710,36,28,20,26,36,19
Medtr3g092720,975,958,729,1135,768,881
Medtr3g092730,579,579,512,975,594,547
Medtr3g092770,47,56,41,71,42,50
Medtr3g092780,892,1190,769,1389,945,1095
Medtr3g092790,189,150,86,172,108,128
Medtr3g092800,0,0,0,0,0,0
Medtr3g092810,281,295,279,335,339,317
Medtr3g092830,1,12,6,10,4,12
Medtr3g092840,331,346,383,345,438,326
Medtr3g092860,0,0,0,0,0,0
Medtr3g092890,30,34,62,33,139,52
Medtr3g092900,4322,4373,4085,4829,4730,4444
Medtr3g092930,39,37,47,37,59,29
Medtr3g092960,45,37,42,34,70,41
Medtr3g092970,4067,3959,4003,3899,5050,4289
Medtr3g092980,1399,1210,1288,1085,1984,1404
Medtr3g092990,1708,2175,1972,2107,1919,1711
Medtr3g093000,2449,2799,2502,2694,2510,2696
Medtr3g093010,3,0,1,0,0,0
Medtr3g093020,225,221,223,58,125,141
Medtr3g093030,755,768,814,697,784,752
Medtr3g093040,87,86,80,87,102,89
Medtr3g093050,1684,1841,1550,1916,1486,1524
Medtr3g093060,1,1,0,1,2,0
Medtr3g093070,172,182,165,222,181,171
Medtr3g093110,10448,9099,9374,8350,15343,9851
Medtr3g093120,28,26,25,18,48,28
Medtr3g093140,20,22,16,15,24,18
Medtr3g093160,0,0,0,0,0,0
Medtr3g093180,2,1,0,0,2,0
Medtr3g093185,0,0,0,0,0,0
Medtr3g093200,0,0,0,0,0,0
Medtr3g093220,917,845,903,734,1319,866
Medtr3g093230,0,0,0,0,0,0
Medtr3g093240,0,0,0,0,0,0
Medtr3g093260,0,0,0,0,0,0
Medtr3g093270,14,8,17,10,12,14
Medtr3g093280,0,0,0,1,0,0
Medtr3g093290,5,0,4,3,3,3
Medtr3g093320,0,0,0,0,0,0
Medtr3g093330,385,313,340,329,473,334
Medtr3g093335,0,0,0,0,0,0
Medtr3g093350,1,0,0,1,0,0
Medtr3g093360,3,0,0,1,3,1
Medtr3g093380,1071,981,977,943,1286,1016
Medtr3g093400,241,242,220,156,202,261
Medtr3g093420,547,502,382,571,483,620
Medtr3g093430,23,15,14,22,22,19
Medtr3g093440,208,182,175,159,221,211
Medtr3g093450,9,3,5,10,12,12
Medtr3g093460,2,1,0,1,0,1
Medtr3g093470,1263,1293,1488,1219,1714,1426
Medtr3g093490,0,0,0,0,0,0
Medtr3g093520,1770,2008,1773,1870,1977,1892
Medtr3g093530,559,542,483,569,498,479
Medtr3g093540,52,68,35,53,55,36
Medtr3g093560,20,24,17,22,13,20
Medtr3g093570,204,258,237,206,236,239
Medtr3g093590,1312,1568,1251,1571,1211,1254
Medtr3g093600,0,0,0,0,0,1
Medtr3g093620,1141,1089,1071,1275,1451,1160
Medtr3g093630,1,0,1,1,0,0
Medtr3g093650,0,1,0,0,0,0
Medtr3g093660,198,177,155,175,156,171
Medtr3g093670,0,0,0,0,0,0
Medtr3g093690,941,926,937,851,1298,1022
Medtr3g093700,0,0,0,0,0,0
Medtr3g093710,2062,1831,1608,2070,2081,1965
Medtr3g093720,0,0,1,1,2,1
Medtr3g093730,310,395,336,320,356,331
Medtr3g093740,0,0,0,0,0,0
Medtr3g093750,23,15,11,18,22,16
Medtr3g093760,0,0,0,0,0,0
Medtr3g093770,0,1,0,0,0,0
Medtr3g093780,28,70,56,57,69,48
Medtr3g093790,652,596,586,574,837,652
Medtr3g093800,1137,1198,1146,1382,1374,1320
Medtr3g093810,1492,1301,1344,1103,1659,1347
Medtr3g093830,360,532,414,441,612,603
Medtr3g093850,0,0,0,0,0,0
Medtr3g093860,25,5,22,3,4,22
Medtr3g093870,997,908,967,857,1298,988
Medtr3g093890,0,0,0,0,0,0
Medtr3g093900,0,0,0,0,0,0
Medtr3g093910,0,0,0,0,0,0
Medtr3g093930,932,841,943,758,1242,848
Medtr3g093940,11,9,3,10,5,4
Medtr3g093960,474,489,392,448,411,452
Medtr3g093970,545,729,628,642,530,475
Medtr3g093980,4123,3855,4609,3348,5246,3449
Medtr3g094000,140,123,79,162,125,96
Medtr3g094020,311,341,336,281,417,334
Medtr3g094030,1,3,0,3,2,3
Medtr3g094040,177,175,179,191,394,224
Medtr3g094060,141,154,137,119,289,190
Medtr3g094070,488,390,519,371,655,501
Medtr3g094080,2,1,2,6,1,14
Medtr3g094090,3072,2783,2275,3322,2725,2452
Medtr3g094110,1,0,1,0,1,0
Medtr3g094120,274,307,188,461,258,260
Medtr3g094130,11,20,15,14,15,20
Medtr3g094160,1682,2134,1688,2588,1967,2310
Medtr3g094170,302,323,310,404,433,452
Medtr3g094180,7,3,8,10,5,4
Medtr3g094190,75,59,69,70,86,68
Medtr3g094210,19,19,15,33,20,16
Medtr3g094220,3412,2977,3250,2732,4755,3364
Medtr3g094230,9541,8991,9626,7521,13313,9055
Medtr3g094250,4016,3610,3670,3391,4759,4204
Medtr3g094260,1042,1034,1057,826,1224,910
Medtr3g094270,0,0,0,0,0,0
Medtr3g094280,0,0,0,0,0,0
Medtr3g094290,6,8,2,4,1,2
Medtr3g094300,759,751,784,718,870,785
Medtr3g094320,414,367,337,471,381,335
Medtr3g094570,2690,2418,2882,2131,3930,2556
Medtr3g094580,0,0,0,0,0,0
Medtr3g094610,0,0,0,0,0,0
Medtr3g094630,227,108,134,78,122,176
Medtr3g094650,8,5,13,8,9,17
Medtr3g094670,45,11,18,25,17,11
Medtr3g094690,77,96,79,58,104,96
Medtr3g094710,761,835,845,655,1054,693
Medtr3g094730,3,2,3,1,7,5
Medtr3g094740,312,335,292,336,367,357
Medtr3g094745,0,0,0,0,0,0
Medtr3g094760,251,253,246,209,237,232
Medtr3g094770,958,1255,1177,1015,1044,1015
Medtr3g094780,306,222,227,245,275,262
Medtr3g094790,2,0,1,2,3,6
Medtr3g094800,231,228,196,231,224,221
Medtr3g094810,0,0,0,0,0,0
Medtr3g094830,0,0,0,0,0,0
Medtr3g094840,679,629,680,665,802,734
Medtr3g094850,597,641,572,629,542,531
Medtr3g094860,5467,4599,5008,4197,7914,4873
Medtr3g094870,0,1,0,0,1,0
Medtr3g094880,899,923,961,928,1234,1012
Medtr3g094890,0,0,0,0,0,0
Medtr3g094960,1,0,0,0,0,0
Medtr3g094970,353,505,451,352,474,406
Medtr3g094980,0,0,0,0,0,0
Medtr3g094990,0,0,0,0,0,0
Medtr3g095010,655,831,626,795,679,867
Medtr3g095020,327,333,304,320,410,395
Medtr3g095040,90,53,48,21,39,28
Medtr3g095050,0,0,0,0,0,1
Medtr3g095060,0,0,0,0,0,0
Medtr3g095070,84,79,71,88,89,101
Medtr3g095080,61,58,39,83,43,56
Medtr3g095100,1544,1611,1688,1239,1671,1572
Medtr3g095110,0,0,0,0,0,0
Medtr3g095120,0,0,0,0,0,0
Medtr3g095130,1275,1311,1393,1108,1633,1343
Medtr3g095180,1,0,0,0,0,1
Medtr3g095190,37,75,71,67,63,64
Medtr3g095210,828,853,755,841,856,846
Medtr3g095230,1647,1808,1611,1816,2010,1667
Medtr3g095240,538,550,598,485,846,639
Medtr3g095250,104,86,100,72,126,119
Medtr3g095260,387,296,340,282,452,350
Medtr3g095330,0,0,1,0,0,0
Medtr3g095340,1,5,1,1,4,2
Medtr3g095380,1466,1577,1480,1300,1410,1382
Medtr3g095390,0,0,0,0,0,0
Medtr3g095410,141,119,151,97,245,145
Medtr3g095420,40,31,50,16,58,20
Medtr3g095440,98,61,48,73,29,27
Medtr3g095450,18,22,17,20,14,16
Medtr3g095460,39,51,27,194,74,109
Medtr3g095470,130,115,137,108,144,114
Medtr3g095480,74,62,90,48,102,68
Medtr3g095490,1448,1022,1174,1036,1506,1192
Medtr3g095520,5,14,10,8,13,2
Medtr3g095530,18343,19867,19424,17191,23543,18065
Medtr3g095540,458,531,387,726,551,637
Medtr3g095550,0,0,0,0,0,0
Medtr3g095560,128,178,117,234,81,72
Medtr3g095570,360,431,267,380,304,311
Medtr3g095580,9,9,12,5,9,8
Medtr3g095600,0,0,0,0,0,0
Medtr3g095610,0,0,0,0,0,0
Medtr3g095620,33,47,45,64,47,59
Medtr3g095630,0,1,0,0,0,0
Medtr3g095640,0,1,0,0,0,0
Medtr3g095660,929,1094,857,1401,1242,1209
Medtr3g095670,128,111,111,124,136,121
Medtr3g095680,153,178,167,174,188,183
Medtr3g095690,1,2,0,0,3,5
Medtr3g095720,3,0,0,0,0,1
Medtr3g095730,416,394,398,354,428,428
Medtr3g095750,0,0,0,0,0,0
Medtr3g095760,0,0,0,0,0,0
Medtr3g095780,245,200,274,133,207,182
Medtr3g095790,298,247,260,222,420,306
Medtr3g095800,1,2,0,0,0,0
Medtr3g095810,9220,8007,8406,7690,12921,9181
Medtr3g095820,0,0,0,0,0,0
Medtr3g095830,0,0,0,0,0,0
Medtr3g095840,28,32,35,26,46,35
Medtr3g095880,0,0,0,0,0,0
Medtr3g095890,0,0,0,0,0,2
Medtr3g095900,701,625,590,544,807,663
Medtr3g095910,379,449,395,564,488,426
Medtr3g095920,139,123,152,128,194,142
Medtr3g095940,6,8,6,8,13,8
Medtr3g095950,0,0,0,0,0,0
Medtr3g095960,2006,2247,1985,2133,2388,2140
Medtr3g095980,126,119,114,185,162,184
Medtr3g096000,777,853,791,805,1017,898
Medtr3g096020,255,294,284,246,300,309
Medtr3g096030,0,0,0,0,0,0
Medtr3g096050,4512,4536,3336,9921,9928,10779
Medtr3g096070,513,616,381,1018,1202,1238
Medtr3g096100,14,3,10,15,20,13
Medtr3g096110,26,29,31,24,38,30
Medtr3g096140,327,285,309,276,360,352
Medtr3g096150,1,0,0,1,0,1
Medtr3g096160,341,370,319,304,474,344
Medtr3g096190,825,762,714,764,1141,874
Medtr3g096200,85,79,76,106,111,127
Medtr3g096220,0,0,0,0,0,0
Medtr3g096230,834,1104,965,848,1037,979
Medtr3g096240,172,190,232,180,226,181
Medtr3g096250,22,29,19,29,38,28
Medtr3g096270,1,0,0,0,0,0
Medtr3g096280,0,0,0,0,0,0
Medtr3g096290,1,3,2,4,2,4
Medtr3g096300,0,0,0,0,0,0
Medtr3g096310,516,555,543,418,591,554
Medtr3g096320,261,244,261,242,304,275
Medtr3g096330,663,796,843,709,868,800
Medtr3g096340,0,0,0,0,0,0
Medtr3g096350,536,621,609,501,613,532
Medtr3g096360,0,0,0,0,0,0
Medtr3g096370,98,76,83,98,113,103
Medtr3g096380,4,4,6,14,9,8
Medtr3g096390,1188,1591,1192,1234,889,932
Medtr3g096400,43,59,49,34,32,26
Medtr3g096410,133,133,129,116,183,121
Medtr3g096420,60,44,51,39,100,51
Medtr3g096440,38,35,27,28,42,35
Medtr3g096450,1,2,3,5,1,4
Medtr3g096460,0,0,0,0,0,0
Medtr3g096465,0,0,0,0,0,0
Medtr3g096480,4889,4552,5293,3811,6739,4155
Medtr3g096490,0,0,0,0,0,0
Medtr3g096500,48,89,78,44,40,66
Medtr3g096520,909,1291,1042,961,974,957
Medtr3g096525,572,509,588,465,743,542
Medtr3g096555,757,797,947,689,1106,963
Medtr3g096558,0,0,0,0,0,0
Medtr3g096562,0,0,1,15,1,0
Medtr3g096568,122,161,149,140,142,188
Medtr3g096570,17,18,19,13,18,25
Medtr3g096580,25,38,36,26,18,24
Medtr3g096590,75,118,103,96,79,77
Medtr3g096610,191,192,189,196,227,259
Medtr3g096620,0,0,0,0,1,0
Medtr3g096640,124,110,132,82,189,128
Medtr3g096650,0,0,0,0,0,0
Medtr3g096670,502,533,523,504,580,523
Medtr3g096675,880,986,907,958,1090,937
Medtr3g096680,1157,1264,1158,1184,1218,1216
Medtr3g096690,483,429,428,381,570,472
Medtr3g096700,103,124,100,111,94,118
Medtr3g096705,0,0,0,1,0,0
Medtr3g096710,395,344,339,299,338,400
Medtr3g096725,0,0,0,0,0,0
Medtr3g096750,44,49,36,43,54,41
Medtr3g096760,333,513,532,462,532,442
Medtr3g096770,0,0,0,0,0,0
Medtr3g096780,879,887,972,1008,1117,1165
Medtr3g096790,493,530,553,422,533,518
Medtr3g096800,0,0,0,0,0,2
Medtr3g096830,728,923,956,740,1013,847
Medtr3g096840,2658,3768,3197,4323,3889,3595
Medtr3g096860,313,368,307,461,379,360
Medtr3g096870,1999,1986,2171,1729,2803,1924
Medtr3g096890,11,24,15,108,62,100
Medtr3g096900,1558,1441,1699,1325,2825,1625
Medtr3g096910,864,880,472,1094,822,628
Medtr3g096920,1469,1599,1634,1783,1593,1499
Medtr3g096930,368,293,264,425,318,228
Medtr3g096940,195,190,147,218,157,168
Medtr3g096950,4,6,5,6,14,9
Medtr3g096960,741,990,777,964,967,838
Medtr3g096970,92,93,83,104,105,113
Medtr3g096980,34,28,44,60,89,52
Medtr3g096990,172,211,127,156,150,127
Medtr3g097000,0,0,0,1,0,0
Medtr3g097010,237,277,286,203,269,281
Medtr3g097015,1,0,1,0,0,1
Medtr3g097050,0,0,0,0,0,0
Medtr3g097060,289,322,317,356,328,365
Medtr3g097080,20,32,29,40,43,39
Medtr3g097090,445,483,447,493,474,532
Medtr3g097110,0,0,0,0,0,0
Medtr3g097120,176,173,182,178,180,219
Medtr3g097150,1058,1017,799,996,770,696
Medtr3g097170,222,229,224,235,260,253
Medtr3g097180,120,142,89,143,151,111
Medtr3g097190,0,0,0,0,0,0
Medtr3g097220,404,442,448,320,507,342
Medtr3g097240,886,1070,973,912,1066,1032
Medtr3g097250,345,387,333,448,354,400
Medtr3g097260,317,292,349,283,434,339
Medtr3g097270,0,0,0,0,0,1
Medtr3g097280,732,732,699,742,869,751
Medtr3g097290,110,102,108,110,131,115
Medtr3g097310,12,7,7,13,13,5
Medtr3g097320,1602,1671,1518,1479,1655,1634
Medtr3g097350,2000,2300,2187,1682,2571,1886
Medtr3g097370,0,0,0,0,0,0
Medtr3g097380,0,0,0,0,0,0
Medtr3g097390,0,0,0,0,0,0
Medtr3g097420,443,512,561,302,598,297
Medtr3g097450,620,925,883,990,865,1055
Medtr3g097460,140,166,177,130,225,150
Medtr3g097480,22,16,16,9,14,7
Medtr3g097490,2,0,0,1,0,0
Medtr3g097500,0,1,2,0,0,1
Medtr3g097540,0,0,0,0,0,0
Medtr3g097560,2051,2218,2315,1840,2630,1870
Medtr3g097570,183,174,169,144,173,189
Medtr3g098060,690,662,720,679,1004,636
Medtr3g098070,890,941,1012,857,1291,1014
Medtr3g098080,0,0,0,0,0,0
Medtr3g098090,3,3,1,3,0,2
Medtr3g098100,481,464,438,476,440,450
Medtr3g098120,2,3,1,1,0,1
Medtr3g098130,182,173,138,133,160,145
Medtr3g098140,4,1,1,0,1,0
Medtr3g098160,198,224,253,214,252,212
Medtr3g098170,480,460,456,509,488,419
Medtr3g098180,0,0,0,0,0,0
Medtr3g098210,1621,1694,1643,1532,2064,1553
Medtr3g098220,0,0,0,0,0,0
Medtr3g098230,20,20,17,18,32,18
Medtr3g098240,0,0,0,0,0,0
Medtr3g098250,0,0,0,0,0,0
Medtr3g098260,1189,1084,1004,1131,1378,1300
Medtr3g098265,25,48,38,45,38,27
Medtr3g098270,8,6,5,8,7,10
Medtr3g098280,50,43,44,48,37,50
Medtr3g098290,248,288,230,250,312,273
Medtr3g098310,498,587,548,667,493,544
Medtr3g098320,354,768,808,483,655,579
Medtr3g098350,9,4,24,7,24,4
Medtr3g098360,0,1,0,0,0,2
Medtr3g098370,0,0,0,0,0,0
Medtr3g098380,1381,1824,1572,1706,1661,1720
Medtr3g098390,520,700,566,742,658,649
Medtr3g098420,7088,7172,8315,5811,10714,6548
Medtr3g098430,10271,11301,14165,7691,15015,9801
Medtr3g098440,180,189,155,242,189,227
Medtr3g098450,1,0,0,0,1,0
Medtr3g098460,295,282,318,245,409,287
Medtr3g098470,0,0,0,0,0,0
Medtr3g098480,90,100,111,98,145,136
Medtr3g098490,42,42,28,51,54,71
Medtr3g098500,1,0,0,0,0,0
Medtr3g098510,306,288,267,297,301,309
Medtr3g098520,40,55,43,56,45,76
Medtr3g098530,725,816,829,583,850,724
Medtr3g098560,0,1,0,0,1,1
Medtr3g098580,79,7,1,12,4,0
Medtr3g098590,178,209,151,202,221,211
Medtr3g098600,433,415,464,402,707,502
Medtr3g098620,1754,1939,1853,1801,2512,1865
Medtr3g098630,0,0,0,0,0,0
Medtr3g098650,266,361,192,320,247,297
Medtr3g098660,41,43,19,30,40,23
Medtr3g098680,65,185,181,51,159,120
Medtr3g098700,3,2,4,2,5,6
Medtr3g098720,0,2,0,0,1,1
Medtr3g098730,554,691,616,590,685,587
Medtr3g098740,9,5,6,2,2,5
Medtr3g098750,20,23,21,17,23,20
Medtr3g098760,377,353,393,317,523,365
Medtr3g098780,768,711,757,702,882,856
Medtr3g098790,0,1,0,0,0,0
Medtr3g098800,0,0,0,1,0,0
Medtr3g098810,52,59,55,52,65,54
Medtr3g098820,636,561,611,563,994,596
Medtr3g098830,0,0,0,0,0,0
Medtr3g098840,964,1218,1288,1070,1226,1141
Medtr3g098860,0,0,0,1,0,0
Medtr3g098890,0,0,0,0,0,0
Medtr3g098900,0,0,0,0,0,0
Medtr3g098910,10,1,2,36,88,128
Medtr3g098930,0,0,0,0,0,0
Medtr3g098940,303,264,292,275,316,349
Medtr3g098950,0,0,0,0,0,0
Medtr3g098960,106,78,61,92,94,97
Medtr3g098970,0,0,0,0,0,0
Medtr3g098980,272,171,249,381,311,714
Medtr3g098990,1457,1419,1534,1131,2012,1252
Medtr3g099000,359,303,312,301,352,342
Medtr3g099010,271,365,225,1257,880,1119
Medtr3g099020,128,135,94,253,163,119
Medtr3g099030,16,26,23,36,28,34
Medtr3g099040,57,69,96,175,96,140
Medtr3g099060,5,1,6,8,6,3
Medtr3g099070,0,0,0,0,0,0
Medtr3g099080,10,3,1,4,3,5
Medtr3g099090,887,923,899,852,1076,973
Medtr3g099100,999,1295,1102,1193,1200,1152
Medtr3g099120,743,599,638,531,664,728
Medtr3g099130,152,117,109,139,161,140
Medtr3g099140,45,24,31,50,39,47
Medtr3g099150,27,23,12,46,54,74
Medtr3g099160,44,31,36,41,37,42
Medtr3g099165,11,13,8,11,13,8
Medtr3g099170,24,25,35,26,23,29
Medtr3g099180,20,17,22,20,45,29
Medtr3g099190,807,621,697,637,956,769
Medtr3g099200,1358,1773,1593,1176,1392,1506
Medtr3g099220,301,309,291,291,376,337
Medtr3g099230,0,0,0,0,0,0
Medtr3g099240,808,848,775,745,1028,778
Medtr3g099250,0,0,0,0,0,0
Medtr3g099260,0,0,0,0,0,0
Medtr3g099280,0,0,0,0,0,0
Medtr3g099300,227,213,132,233,135,135
Medtr3g099325,0,0,0,0,0,0
Medtr3g099350,125,123,128,150,155,123
Medtr3g099370,863,1035,944,853,1003,791
Medtr3g099380,8476,9328,9753,6990,10407,7828
Medtr3g099400,178,221,175,227,209,232
Medtr3g099410,0,0,0,0,0,0
Medtr3g099430,84,77,77,87,104,109
Medtr3g099460,465,624,461,442,421,440
Medtr3g099470,160,148,147,144,149,148
Medtr3g099480,6,19,1,20,9,4
Medtr3g099490,19,21,37,18,31,10
Medtr3g099500,357,351,408,381,478,422
Medtr3g099520,153,144,140,167,181,221
Medtr3g099540,118,136,128,82,126,133
Medtr3g099550,31,42,32,40,39,53
Medtr3g099560,7,8,14,16,12,9
Medtr3g099570,1,0,0,0,0,0
Medtr3g099580,255,293,231,226,249,266
Medtr3g099590,169,151,118,174,155,166
Medtr3g099600,108,111,104,105,158,118
Medtr3g099620,115,122,94,96,181,116
Medtr3g099630,0,0,0,0,0,0
Medtr3g099650,247,435,326,508,497,385
Medtr3g099660,0,0,0,0,0,0
Medtr3g099670,57,85,71,72,63,73
Medtr3g099680,1,0,2,2,0,0
Medtr3g099690,0,0,0,1,0,0
Medtr3g099700,17,0,5,6,6,4
Medtr3g099720,33,36,38,49,51,40
Medtr3g099740,92,75,64,102,71,53
Medtr3g099750,12,3,7,15,8,7
Medtr3g099753,87,90,107,111,112,82
Medtr3g099757,117,131,110,207,167,272
Medtr3g099767,379,388,372,420,432,424
Medtr3g099773,561,552,479,600,473,481
Medtr3g099777,2801,3449,3335,2810,3635,2842
Medtr3g099780,185,152,161,153,192,147
Medtr3g099800,0,0,0,0,0,0
Medtr3g099830,107,109,88,103,99,112
Medtr3g099850,462,384,416,337,568,391
Medtr3g099880,1659,2054,2006,1662,2304,1692
Medtr3g099900,0,0,0,0,0,0
Medtr3g099920,0,0,0,0,0,0
Medtr3g099930,0,0,0,0,0,0
Medtr3g099940,1,1,4,0,1,0
Medtr3g099950,0,0,0,0,0,0
Medtr3g099960,0,0,0,0,0,0
Medtr3g099970,0,0,0,0,0,0
Medtr3g099980,0,0,0,0,0,1
Medtr3g099990,0,0,0,0,0,0
Medtr3g100010,0,0,0,0,0,0
Medtr3g100020,0,0,0,0,0,0
Medtr3g100040,574,656,534,660,605,605
Medtr3g100050,646,640,667,607,848,696
Medtr3g100055,44,31,20,31,36,32
Medtr3g100060,1571,2219,2017,1808,2046,1673
Medtr3g100080,0,0,0,0,0,0
Medtr3g100090,540,549,512,552,546,476
Medtr3g100100,5325,5647,5871,4835,5410,5449
Medtr3g100110,760,786,782,734,911,795
Medtr3g100120,606,556,565,531,703,579
Medtr3g100130,0,0,0,0,0,0
Medtr3g100150,2,3,0,1,1,0
Medtr3g100160,3528,3854,3616,3628,3955,3480
Medtr3g100180,349,350,402,333,405,377
Medtr3g100190,1,0,0,1,1,1
Medtr3g100200,21,22,23,15,18,11
Medtr3g100220,964,812,934,748,1140,940
Medtr3g100230,388,323,384,281,574,358
Medtr3g100250,0,1,0,1,2,1
Medtr3g100270,4,4,2,7,8,5
Medtr3g100280,577,672,520,717,663,718
Medtr3g100300,1,0,0,1,1,0
Medtr3g100310,354,385,384,320,457,343
Medtr3g100320,335,449,375,404,383,368
Medtr3g100330,314,300,320,319,384,331
Medtr3g100350,164,163,135,124,178,148
Medtr3g100380,0,0,0,0,0,0
Medtr3g100390,1266,1571,1406,1402,1505,1409
Medtr3g100400,15,10,20,10,12,19
Medtr3g100420,26,31,13,45,26,26
Medtr3g100440,0,0,0,0,0,0
Medtr3g100460,408,366,411,330,502,401
Medtr3g100465,1,1,0,0,0,0
Medtr3g100470,260,116,133,128,92,85
Medtr3g100480,934,993,928,954,1074,983
Medtr3g100500,1828,1381,1115,1213,2452,1166
Medtr3g100520,0,0,0,0,0,0
Medtr3g100550,2,3,4,3,3,3
Medtr3g100570,28,30,38,24,54,45
Medtr3g100580,0,0,0,2,0,0
Medtr3g100590,47,55,62,45,52,58
Medtr3g100600,120,145,119,126,139,116
