Feature ID,salt,salt,salt,salt,salt,salt
Medtr1g112030,1291,1623,1757,1148,1572,1626
Medtr1g112040,110,192,107,123,253,184
Medtr1g112050,675,1355,6251,129,797,1848
Medtr1g112060,7,2,2,0,0,2
Medtr1g112080,719,810,789,798,871,842
Medtr1g112090,5,2,2,3,1,5
Medtr1g112130,1213,1697,1304,1357,1553,1546
Medtr1g112150,1,1,2,7,2,0
Medtr1g112160,137,129,155,115,96,149
Medtr1g112170,1979,1985,2046,1923,1736,2104
Medtr1g112190,110,209,145,150,199,165
Medtr1g112200,90,112,120,141,132,151
Medtr1g112210,331,376,370,250,282,308
Medtr1g112220,0,8,8,3,6,5
Medtr1g112230,3937,7097,3976,5127,7715,5730
Medtr1g112240,35,39,40,36,37,48
Medtr1g112250,2530,3843,2878,2751,3820,3262
Medtr1g112270,319,383,322,334,385,346
Medtr1g112280,224,240,253,224,239,271
Medtr1g112300,76,135,73,117,154,129
Medtr1g112310,2812,4399,3014,4006,4403,4069
Medtr1g112320,201,261,241,218,295,251
Medtr1g112330,1436,1392,1418,1182,1426,1365
Medtr1g112340,1201,1543,1454,1249,1518,1492
Medtr1g112350,18,26,21,21,18,33
Medtr1g112360,227,295,241,218,309,272
Medtr1g112370,40,45,30,43,23,49
Medtr1g112390,0,0,0,0,0,0
Medtr1g112410,0,0,0,0,0,0
Medtr1g112430,1,0,0,1,0,0
Medtr1g112450,0,0,0,0,0,0
Medtr1g112460,3,4,5,4,6,6
Medtr1g112480,1402,1990,1751,1534,1868,1642
Medtr1g112500,21,31,11,30,41,26
Medtr1g112510,1664,1349,1614,1275,1050,1534
Medtr1g112520,20,42,27,16,46,37
Medtr1g112540,0,0,0,0,0,0
Medtr1g112570,0,0,0,0,0,0
Medtr1g112590,4,6,2,4,10,2
Medtr1g112600,0,0,0,0,0,0
Medtr1g112610,51,50,32,46,51,37
Medtr1g112620,0,0,0,0,0,0
Medtr1g112630,45,117,79,191,74,98
Medtr1g112640,1398,1841,1538,1460,1796,1635
Medtr1g112650,0,0,0,0,0,0
Medtr1g112660,1231,1238,1391,1397,1171,1544
Medtr1g112680,3,3,5,3,3,5
Medtr1g112690,0,0,0,0,0,0
Medtr1g112700,14,10,9,14,11,10
Medtr1g112720,0,0,0,0,0,0
Medtr1g112730,1264,1434,1193,1359,1405,1471
Medtr1g112740,130,94,166,90,123,162
Medtr1g112750,18,35,20,25,67,45
Medtr1g112760,0,0,0,0,0,0
Medtr1g112780,807,1052,1253,862,938,1260
Medtr1g112810,0,0,0,0,0,0
Medtr1g112820,471,696,496,528,690,617
Medtr1g112830,0,0,0,0,1,0
Medtr1g112840,1225,1623,1414,1544,1665,1660
Medtr1g112850,49,70,59,48,108,87
Medtr1g112860,647,483,642,460,420,552
Medtr1g112870,6568,9139,7003,6906,8745,7924
Medtr1g112880,0,2,0,0,1,0
Medtr1g112890,0,0,0,0,0,0
Medtr1g112900,69,102,79,77,110,92
Medtr1g112910,315,360,301,295,386,312
Medtr1g112920,1188,1907,1246,1464,2014,1669
Medtr1g112930,0,0,0,0,0,0
Medtr1g112940,149,151,119,139,102,121
Medtr1g112950,0,0,0,0,0,0
Medtr1g112960,7,10,3,0,7,6
Medtr1g112970,0,0,0,0,0,0
Medtr1g112980,664,630,648,473,561,652
Medtr1g112990,537,497,540,428,413,464
Medtr1g113000,1074,1083,967,881,1027,1024
Medtr1g113010,105,187,141,139,233,177
Medtr1g113020,1,0,0,0,2,0
Medtr1g113050,0,1,3,4,1,1
Medtr1g113060,0,0,0,0,0,0
Medtr1g113700,52,50,58,48,47,75
Medtr1g113710,0,0,0,0,0,0
Medtr1g113720,30,86,62,68,72,64
Medtr1g113730,6,1,3,4,6,7
Medtr1g113740,3,0,2,0,1,2
Medtr1g113750,0,0,0,0,0,0
Medtr1g113760,35,23,20,32,30,34
Medtr1g113810,0,0,0,0,0,0
Medtr1g113820,34,24,16,24,19,26
Medtr1g113830,372,557,408,501,571,526
Medtr1g113850,440,504,490,402,500,549
Medtr1g113855,0,0,0,0,0,0
Medtr1g113890,0,0,0,0,0,0
Medtr1g113900,6,5,7,3,5,5
Medtr1g113910,0,0,0,0,0,0
Medtr1g113940,0,0,0,0,0,0
Medtr1g113950,0,0,0,0,0,0
Medtr1g113955,0,0,0,0,0,0
Medtr1g113960,896,622,540,649,495,575
Medtr1g113970,2,0,2,0,1,0
Medtr1g113980,3,2,2,1,2,3
Medtr1g114000,2210,5032,3182,3244,6601,4254
Medtr1g114010,729,781,791,635,712,692
Medtr1g114020,0,0,0,0,1,0
Medtr1g114050,0,2,2,2,2,0
Medtr1g114070,6,9,3,7,5,10
Medtr1g114110,0,0,0,0,0,0
Medtr1g114115,0,0,0,0,0,0
Medtr1g114130,2,3,1,3,3,3
Medtr1g114150,659,716,701,647,724,809
Medtr1g114170,2810,3794,2800,3262,4050,3451
Medtr1g114190,63,88,65,59,83,68
Medtr1g114200,194,332,231,271,409,296
Medtr1g114210,1,8,1,6,3,3
Medtr1g114220,37,76,43,41,63,51
Medtr1g114240,1524,1769,1517,1374,1611,1612
Medtr1g114250,2251,3536,2558,2915,3745,2935
Medtr1g114260,0,0,0,0,0,0
Medtr1g114270,496,483,438,408,411,487
Medtr1g114280,1,0,0,1,0,0
Medtr1g114290,141,105,114,93,98,98
Medtr1g114300,518,457,439,402,373,472
Medtr1g114320,443,454,444,441,518,449
Medtr1g114330,4,5,3,2,8,7
Medtr1g114340,12,37,13,12,34,25
Medtr1g114370,108,131,121,76,139,98
Medtr1g114380,552,674,617,627,649,701
Medtr1g114390,0,0,0,0,0,0
Medtr1g114410,1,2,4,0,3,4
Medtr1g114460,0,0,0,0,0,0
Medtr1g114490,919,999,862,940,888,1087
Medtr1g114500,623,843,700,580,887,750
Medtr1g114510,35,31,26,24,14,25
Medtr1g114520,433,654,481,485,686,555
Medtr1g114530,365,600,429,515,734,559
Medtr1g114540,1138,1531,1199,1541,1339,1524
Medtr1g114550,0,0,0,0,0,0
Medtr1g114560,112,155,152,110,164,167
Medtr1g114570,9,9,3,8,7,9
Medtr1g114580,43,77,61,47,40,48
Medtr1g114590,39,74,34,37,68,56
Medtr1g114600,70,92,107,91,77,115
Medtr1g114610,1326,1176,1105,1037,1027,1141
Medtr1g114620,892,752,834,616,657,763
Medtr1g114640,114,143,101,144,92,102
Medtr1g114650,1,0,1,0,0,0
Medtr1g114680,29,29,40,33,30,34
Medtr1g114690,482,469,375,527,351,308
Medtr1g114700,1,4,1,2,3,1
Medtr1g114730,0,0,0,0,0,0
Medtr1g114750,100,111,68,96,103,81
Medtr1g115130,43,70,54,51,69,76
Medtr1g115135,839,1324,960,1021,1467,983
Medtr1g115140,53,86,92,45,94,100
Medtr1g115145,0,0,0,0,1,0
Medtr1g115150,0,0,0,0,0,0
Medtr1g115155,0,0,0,0,0,0
Medtr1g115160,0,0,0,0,0,0
Medtr1g115165,3,1,2,0,1,0
Medtr1g115170,0,0,0,0,0,0
Medtr1g115175,25,61,29,61,49,44
Medtr1g115180,0,2,0,0,0,0
Medtr1g115185,2,3,4,2,3,4
Medtr1g115190,345,435,485,336,378,505
Medtr1g115195,45,117,106,290,134,100
Medtr1g115205,0,1,0,0,0,0
Medtr1g115210,2529,2205,2316,1784,1843,2373
Medtr1g115215,950,1132,969,927,1091,1160
Medtr1g115220,469,959,617,577,1014,804
Medtr1g115225,203,314,148,203,313,208
Medtr1g115230,751,1073,843,896,1019,1021
Medtr1g115235,270,335,307,228,337,326
Medtr1g115240,0,0,0,0,0,0
Medtr1g115245,0,0,0,1,0,0
Medtr1g115250,5,3,4,8,6,2
Medtr1g115255,171,244,190,185,255,217
Medtr1g115260,441,575,483,425,506,488
Medtr1g115265,0,0,0,0,0,0
Medtr1g115270,5,6,6,34,39,23
Medtr1g115280,1,0,0,1,0,0
Medtr1g115285,125,125,114,144,144,139
Medtr1g115290,0,1,0,0,0,0
Medtr1g115295,110,185,159,148,206,169
Medtr1g115300,446,699,567,553,790,723
Medtr1g115310,0,0,0,0,0,0
Medtr1g115315,1002,975,1068,847,907,1051
Medtr1g115325,1587,1826,1575,1509,1852,1630
Medtr1g115330,0,0,1,0,0,0
Medtr1g115335,29,17,26,11,17,15
Medtr1g115340,89,85,113,103,109,115
Medtr1g115345,369,324,330,522,299,402
Medtr1g115355,95,106,93,89,88,92
Medtr1g115370,23,19,22,47,43,26
Medtr1g115375,309,556,382,365,592,516
Medtr1g115380,2,1,5,2,0,0
Medtr1g115385,0,0,0,0,0,0
Medtr1g115390,51,44,27,39,28,44
Medtr1g115400,282,228,184,208,178,191
Medtr1g115405,0,0,0,2,0,0
Medtr1g115410,2,2,2,1,2,0
Medtr1g115415,169,246,176,172,263,211
Medtr1g115420,2,8,2,3,6,7
Medtr1g115430,1136,1478,1144,1470,1464,1425
Medtr1g115435,0,0,0,0,0,0
Medtr1g115440,2,1,2,0,1,0
Medtr1g115450,0,0,0,0,0,0
Medtr1g115455,0,0,0,0,0,0
Medtr1g115465,0,0,0,0,0,0
Medtr1g115470,1,5,0,3,2,0
Medtr1g115475,688,981,705,818,881,791
Medtr1g115485,0,0,0,0,0,0
Medtr1g115490,0,0,0,0,0,0
Medtr1g115500,5239,7086,7101,5097,6120,6974
Medtr1g115505,555,764,619,571,722,715
Medtr1g115510,229,238,205,164,236,221
Medtr1g115515,100,126,131,84,131,143
Medtr1g115520,2,1,0,1,0,1
Medtr1g115525,1196,1667,1265,1397,1836,1566
Medtr1g115530,0,0,0,0,0,0
Medtr1g115535,2047,2094,1800,2219,1970,2017
Medtr1g115540,0,0,0,0,0,0
Medtr1g115545,2043,3444,2113,2242,3951,2814
Medtr1g115550,248,363,295,309,347,330
Medtr1g115555,0,0,0,0,0,0
Medtr1g115560,9,12,6,10,10,8
Medtr1g115570,647,723,612,657,696,674
Medtr1g115575,1122,1271,1154,1264,1282,1484
Medtr1g115580,1,1,3,0,2,0
Medtr1g115590,0,0,0,0,0,0
Medtr1g115605,80,50,48,45,41,37
Medtr1g115610,1704,1842,1672,1556,1596,1660
Medtr1g115740,71,69,78,51,47,77
Medtr1g115790,584,470,458,725,292,504
Medtr1g115820,4628,7151,4533,9336,4919,5231
Medtr1g115825,0,2,0,0,0,0
Medtr1g115830,0,0,2,0,0,0
Medtr1g115840,1587,2241,1552,1860,1652,1762
Medtr1g115850,685,1063,1006,760,957,1129
Medtr1g115860,0,0,0,0,0,0
Medtr1g115870,1631,2945,2624,1924,2791,2718
Medtr1g115890,7,4,3,3,7,4
Medtr1g115900,694,1623,1031,1340,1793,1411
Medtr1g115910,0,0,0,0,0,0
Medtr1g115920,1023,1207,1047,1012,1367,1208
Medtr1g115930,0,0,0,0,0,0
Medtr1g115935,0,0,0,0,0,0
Medtr1g115940,2,1,1,1,1,0
Medtr1g115950,1428,1701,1587,1652,1664,1847
Medtr1g115970,0,0,0,0,1,0
Medtr1g115980,285,265,290,261,276,298
Medtr1g116000,16,17,28,14,21,19
Medtr1g116010,4,3,2,4,3,1
Medtr1g116020,0,0,0,0,0,0
Medtr1g116030,0,0,0,0,0,0
Medtr1g116040,6,1,2,2,3,4
Medtr1g116050,0,0,0,0,0,0
Medtr1g116055,664,734,676,670,683,711
Medtr1g116060,203,326,254,230,348,298
Medtr1g116070,322,369,327,312,391,378
Medtr1g116080,420,358,351,397,278,360
Medtr1g116085,3,4,3,1,4,6
Medtr1g116100,15,10,19,11,15,17
Medtr1g116110,840,1116,1029,953,1162,1066
Medtr1g116120,118,108,151,121,147,114
Medtr1g116130,0,0,0,0,0,0
Medtr1g116140,230,261,199,261,214,307
Medtr1g116150,0,0,0,0,0,0
Medtr1g116160,0,0,0,0,0,0
Medtr1g116170,165,93,145,110,102,121
Medtr1g116180,44,39,53,21,48,46
Medtr1g116205,50,1,1,0,0,1
Medtr1g116210,1504,1709,1542,1513,1723,1604
Medtr1g116230,877,1313,928,957,1196,1225
Medtr1g116240,990,1314,1217,975,1283,1210
Medtr1g116250,0,0,0,0,0,0
Medtr1g116260,543,719,630,667,738,629
Medtr1g116270,48,36,48,30,34,31
Medtr1g116280,276,335,308,221,305,275
Medtr1g116290,0,0,0,0,0,0
Medtr1g116310,1402,1863,1501,1408,1891,1669
Medtr1g116320,50,30,54,25,18,36
Medtr1g116330,919,1049,907,1009,929,1010
Medtr1g116370,505,840,749,560,888,795
Medtr1g116380,282,302,279,214,242,278
Medtr1g116390,0,0,0,0,0,0
Medtr1g116410,0,0,0,0,0,0
Medtr1g116470,2484,3104,2538,2906,3000,3219
Medtr1g116500,1305,1950,1477,1904,2296,1819
Medtr1g116510,788,1049,919,812,1059,938
Medtr1g116520,2042,2294,1953,2146,2131,2164
Medtr1g116530,288,368,340,277,345,334
Medtr1g116540,521,500,513,422,457,431
Medtr1g116550,0,0,0,0,0,0
Medtr1g116565,978,1521,1029,1226,1610,1339
Medtr1g116580,159,315,243,202,376,290
Medtr1g116590,350,442,437,262,364,429
Medtr1g116650,1684,1614,1397,1523,1423,1401
Medtr1g116660,29,16,14,24,13,10
Medtr1g116740,0,0,0,0,0,0
Medtr1g116780,909,818,850,670,734,859
Medtr1g116790,806,961,784,904,856,770
Medtr1g116810,655,657,658,602,657,641
Medtr1g116820,288,520,363,350,642,441
Medtr1g116870,92,72,71,56,74,82
Medtr1g116875,1158,1508,1456,1239,1467,1568
Medtr1g116890,12,16,8,9,16,14
Medtr1g116900,602,676,676,578,796,680
Medtr1g116920,0,0,0,0,0,0
Medtr1g116930,0,2,1,1,0,1
Medtr1g116940,11,1,2,5,3,3
Medtr1g116947,130537,150747,163871,129970,107246,178261
Medtr1g116953,9,21,14,11,13,14
Medtr1g116957,654,1113,765,906,1307,981
Medtr1g116970,36,23,24,21,31,26
Medtr1g116980,1637,2107,1710,1646,2181,1998
Medtr1g117000,922,976,953,742,960,987
Medtr1g117010,212,237,207,175,251,238
Medtr1g117030,0,0,0,0,0,1
Medtr1g117040,0,0,0,0,0,0
Medtr1g117060,1589,2000,1787,1628,1779,1801
Medtr1g117090,0,1,0,0,0,0
Medtr1g117100,0,0,0,0,0,0
Medtr1g117130,0,0,0,0,0,0
Medtr1g418495,0,0,0,0,0,0
Medtr1g418505,13,25,15,18,24,19
Medtr1g418545,1111,811,892,762,746,872
Medtr1g423950,0,0,0,0,0,0
Medtr1g423960,2,0,0,0,0,0
Medtr1g442730,0,0,0,0,0,0
Medtr1g442740,0,0,0,0,0,0
Medtr1g442750,0,0,0,2,0,1
Medtr1g442780,0,1,0,0,0,1
Medtr1g442790,355,434,382,488,472,522
Medtr1g442820,121,85,64,85,97,80
Medtr1g442830,197,260,266,269,312,256
Medtr1g442840,957,1792,1011,1201,1945,1282
Medtr1g442850,0,0,0,0,0,0
Medtr1g442860,0,0,0,0,0,0
Medtr1g471050,5,21,16,168,158,163
Medtr1g471070,0,0,0,0,0,0
Medtr1g475140,334,544,441,348,482,438
Medtr1g475240,0,0,3,0,0,0
Medtr1g475250,13,24,21,34,21,13
Medtr1g476010,0,0,0,0,0,0
Medtr1g476030,757,732,730,644,648,748
Medtr1g484830,133,241,221,183,210,199
Medtr1g484840,68,101,97,93,102,113
Medtr1g484850,207,274,215,227,291,255
Medtr1g484920,301,335,316,226,246,277
Medtr1g484930,62,95,77,78,91,103
Medtr1g484940,7105,6062,7132,5618,4853,7134
Medtr1g484960,148,215,140,201,215,207
Medtr1g484970,15,16,20,14,16,10
Medtr1g484990,0,0,0,0,0,0
Medtr1g485000,0,0,0,0,0,0
Medtr1g485020,1,0,0,1,2,1
Medtr1g492590,459,463,452,436,477,425
Medtr1g492600,127,142,99,121,136,125
Medtr1g492610,831,1012,914,846,1004,861
Medtr1g492630,81,90,87,86,76,98
Medtr1g492640,753,846,713,1019,742,787
Medtr1g492660,186,228,201,181,239,210
Medtr1g492670,1,5,2,7,2,2
Medtr1g492690,1,6,4,3,5,5
Medtr1g492700,0,6,3,4,3,5
Medtr1g492710,921,1588,1096,1241,1675,1326
Medtr1g492720,113,169,133,108,184,129
Medtr1g492730,456,695,601,531,612,666
Medtr1g492740,0,0,0,0,0,0
Medtr1g492750,0,0,0,0,0,0
Medtr1g492760,47,82,56,59,70,43
Medtr1g492770,0,0,0,0,0,0
Medtr1g492780,0,0,0,0,0,0
Medtr1g492790,2,2,7,0,1,1
Medtr1g492820,0,2,4,4,1,0
Medtr1g492830,401,542,445,363,482,451
Medtr1g492840,895,928,877,870,824,916
Medtr1g492850,407,499,437,442,429,495
Medtr1g492860,2,1,0,0,1,0
Medtr1g492880,81,104,78,86,100,107
Medtr1g492910,713,1310,1022,801,1441,1083
Medtr1g492920,1,0,0,0,0,0
Medtr1g492930,19,21,16,16,41,24
Medtr1g492940,924,969,976,947,972,1039
Medtr1g492950,56,94,87,71,55,90
Medtr1g495705,50,74,52,68,83,56
Medtr1g495735,0,0,0,0,0,0
Medtr2000s0010,0,0,0,0,0,0
Medtr2002s0010,0,0,0,0,0,0
Medtr2006s0010,0,0,0,0,0,0
Medtr2023s0010,0,0,0,0,0,0
Medtr2025s0010,0,0,0,0,0,0
Medtr2027s0010,0,0,0,0,0,0
Medtr2035s0010,0,0,0,0,0,0
Medtr2040s0010,0,0,0,0,0,0
Medtr2042s0010,0,0,0,0,0,0
Medtr2048s0010,0,0,0,0,0,0
Medtr2051s0010,0,0,0,0,0,0
Medtr2053s0010,0,0,0,0,0,0
Medtr2055s0010,28,57,50,63,101,48
Medtr2057s0010,0,0,0,0,0,0
Medtr2063s0010,0,0,0,0,0,0
Medtr2064s0010,0,0,0,0,0,0
Medtr2072s0010,0,0,0,0,0,0
Medtr2080s0010,0,0,0,0,0,0
Medtr2086s0010,0,0,0,0,0,0
Medtr2090s0010,0,0,0,0,0,0
Medtr2091s0010,0,0,0,0,0,0
Medtr2095s0010,0,0,0,0,0,0
Medtr2102s0010,0,0,0,0,0,0
Medtr2110s0010,0,0,0,0,0,0
Medtr2114s0010,0,0,0,0,0,0
Medtr2125s0010,0,0,0,0,0,0
Medtr2126s0020,0,0,0,0,0,0
Medtr2129s0010,0,0,0,0,0,0
Medtr2132s0010,0,0,0,0,0,0
Medtr2148s0010,0,0,0,0,0,0
Medtr2149s0010,0,0,0,0,0,0
Medtr2152s0010,0,0,0,0,0,0
Medtr2154s0010,0,0,0,0,0,0
Medtr2155s0010,0,0,0,0,0,0
Medtr2156s0010,0,0,0,0,0,0
Medtr2157s0010,0,0,0,0,0,0
Medtr2160s0010,0,0,0,0,0,0
Medtr2166s0010,0,0,0,0,0,0
Medtr2167s0010,0,0,0,0,0,0
Medtr2170s0010,0,0,0,0,0,0
Medtr2176s0010,0,0,0,0,0,0
Medtr2177s0010,12,9,12,9,7,12
Medtr2g005010,0,0,0,0,0,0
Medtr2g005070,88,85,86,77,84,75
Medtr2g005075,27,29,17,20,16,20
Medtr2g005100,0,0,0,0,0,0
Medtr2g005110,1828,2797,2006,2437,2806,2492
Medtr2g005130,596,383,387,402,290,331
Medtr2g005210,1,0,0,2,0,0
Medtr2g005240,2450,2575,2478,2177,2278,2606
Medtr2g005245,224,227,237,128,222,165
Medtr2g005250,2,1,2,3,1,2
Medtr2g005255,75,87,55,107,104,73
Medtr2g005260,751,1110,908,867,1210,943
Medtr2g005290,0,0,0,1,0,0
Medtr2g005330,174,119,152,127,126,141
Medtr2g005340,0,2,1,2,2,0
Medtr2g005350,66,57,53,61,33,56
Medtr2g005410,2,3,0,5,1,3
Medtr2g005420,0,0,0,0,0,0
Medtr2g005450,783,893,842,686,772,779
Medtr2g005455,0,0,1,0,1,0
Medtr2g005490,0,0,0,0,0,0
Medtr2g005500,785,863,860,646,790,744
Medtr2g005510,565,746,535,554,737,563
Medtr2g005570,8499,13390,9191,9454,14436,11535
Medtr2g005590,2769,2482,2642,2047,2375,2635
Medtr2g005600,987,1041,904,886,913,1009
Medtr2g005610,3413,4535,3669,3875,4833,4098
Medtr2g005620,1102,1342,1143,1092,1145,1235
Medtr2g005680,0,0,0,0,0,0
Medtr2g005690,2411,3550,2789,2943,3776,3465
Medtr2g005700,42,46,34,29,53,44
Medtr2g005710,77,121,89,88,121,96
Medtr2g005730,507,659,616,537,627,636
Medtr2g005740,64,96,76,82,96,73
Medtr2g005760,0,3,0,1,1,0
Medtr2g005790,0,0,0,0,0,0
Medtr2g005800,0,0,0,0,0,0
Medtr2g005810,454,453,436,376,411,395
Medtr2g005820,536,669,612,559,677,678
Medtr2g005830,161,181,144,144,237,182
Medtr2g005840,849,1288,1036,949,1405,1223
Medtr2g005870,203,308,245,292,337,272
Medtr2g005880,18,3,5,7,9,8
Medtr2g005900,575,673,654,555,590,647
Medtr2g005905,0,0,0,0,0,0
Medtr2g005910,139,114,121,103,111,99
Medtr2g005920,0,0,0,0,0,2
Medtr2g005930,1849,2825,2242,2396,3009,2470
Medtr2g005940,41,54,48,51,54,49
Medtr2g005950,147,213,164,157,228,187
Medtr2g005960,5,7,3,5,16,5
Medtr2g005990,0,0,0,0,0,0
Medtr2g006000,1,0,1,0,0,1
Medtr2g006010,0,0,0,0,0,0
Medtr2g006020,1897,3331,2200,2401,3856,3018
Medtr2g006030,0,0,0,0,0,0
Medtr2g006040,409,410,439,308,329,350
Medtr2g006070,1038,1391,1065,1121,1515,1196
Medtr2g006100,462,422,415,390,395,435
Medtr2g006110,0,0,0,0,0,0
Medtr2g006120,0,0,0,0,0,0
Medtr2g006150,700,950,859,669,866,840
Medtr2g006170,4010,6740,4101,4325,7006,5746
Medtr2g006180,604,892,716,757,1008,822
Medtr2g006200,0,0,0,0,0,0
Medtr2g006210,684,1143,807,935,1325,1077
Medtr2g006220,0,0,0,0,0,0
Medtr2g006225,0,0,0,0,0,0
Medtr2g006240,0,0,0,0,0,0
Medtr2g006270,0,0,1,0,0,0
Medtr2g006280,196,345,342,309,472,291
Medtr2g006290,436,460,715,295,331,508
Medtr2g006300,2928,4268,2873,3485,4397,3484
Medtr2g006330,1550,1172,1378,1045,1042,1217
Medtr2g006340,0,0,0,0,0,0
Medtr2g006350,485,534,506,484,392,505
Medtr2g006360,0,0,0,1,0,0
Medtr2g006380,0,0,0,0,0,0
Medtr2g006440,119,266,171,193,288,233
Medtr2g006520,8028,5896,5478,6045,5089,6388
Medtr2g006570,631,863,709,786,788,815
Medtr2g006710,0,0,0,0,0,0
Medtr2g006730,0,0,0,0,1,0
Medtr2g006740,22,12,17,10,13,25
Medtr2g006750,716,1054,770,851,1239,975
Medtr2g006770,968,820,866,725,829,828
Medtr2g006790,5,8,13,11,8,9
Medtr2g006810,0,0,1,2,1,1
Medtr2g006820,3080,5220,3584,4686,5502,4656
Medtr2g006850,106,110,148,129,104,123
Medtr2g006870,113,86,113,83,68,124
Medtr2g006880,1012,1148,1074,1103,1013,1109
Medtr2g006890,0,0,0,0,0,0
Medtr2g006900,0,0,0,0,0,0
Medtr2g006910,1934,1712,1783,1820,1512,1786
Medtr2g006930,0,0,0,0,0,0
Medtr2g006940,0,0,0,0,0,0
Medtr2g006950,0,0,0,0,0,0
Medtr2g006960,2639,4465,3081,4209,4383,4151
Medtr2g006990,0,0,0,0,0,0
Medtr2g007000,1693,1845,1651,1612,1736,1855
Medtr2g007010,682,832,776,694,844,832
Medtr2g007020,1,0,1,0,2,1
Medtr2g007030,102,141,122,138,125,123
Medtr2g007040,0,0,0,0,0,0
Medtr2g007050,183,213,233,181,217,204
Medtr2g007060,33,29,25,19,16,28
Medtr2g007090,0,0,0,0,0,0
Medtr2g007100,0,0,0,0,0,1
Medtr2g007120,1,0,1,0,0,0
Medtr2g007130,25,19,13,37,21,19
Medtr2g007150,1502,1351,1355,1139,1237,1424
Medtr2g007170,1,0,0,0,0,0
Medtr2g007190,335,378,354,285,340,368
Medtr2g007200,0,0,0,0,0,0
Medtr2g007210,3,0,4,0,2,3
Medtr2g007220,258,525,371,329,536,416
Medtr2g007250,882,959,788,949,834,1004
Medtr2g007260,0,0,0,0,0,0
Medtr2g007270,0,0,0,0,0,0
Medtr2g007280,0,0,0,0,0,0
Medtr2g007290,0,0,0,0,0,0
Medtr2g007300,16,8,19,9,9,13
Medtr2g007330,1366,1246,1196,1146,1068,1186
Medtr2g007340,68,51,38,50,28,68
Medtr2g007350,21,30,23,14,20,22
Medtr2g007360,1,0,0,0,1,0
Medtr2g007400,0,0,0,0,0,0
Medtr2g007410,0,0,0,0,0,0
Medtr2g007430,0,0,0,0,0,0
Medtr2g007440,0,0,0,0,0,0
Medtr2g007445,2,9,6,5,4,11
Medtr2g007450,137,163,170,154,147,149
Medtr2g007460,0,0,1,0,0,0
Medtr2g007470,0,0,0,0,0,0
Medtr2g007490,0,0,0,0,0,0
Medtr2g007500,0,0,0,0,0,0
Medtr2g007510,93,101,81,115,120,124
Medtr2g007520,2,2,0,2,0,0
Medtr2g007530,1,7,10,13,11,9
Medtr2g007540,0,0,0,0,0,0
Medtr2g007550,5,2,8,4,5,5
Medtr2g007570,68,108,73,86,123,74
Medtr2g007590,0,0,0,0,0,0
Medtr2g007610,0,0,0,0,0,0
Medtr2g007620,10,13,13,9,13,19
Medtr2g007630,0,0,0,0,1,1
Medtr2g007640,159,143,172,144,121,162
Medtr2g007650,242,281,298,271,202,292
Medtr2g007690,298,353,318,306,277,405
Medtr2g007710,0,0,0,0,0,0
Medtr2g007720,0,0,0,0,0,0
Medtr2g007740,761,1204,882,973,1219,990
Medtr2g007750,2,0,3,0,1,0
Medtr2g007770,169,241,204,196,255,256
Medtr2g007780,848,1687,1128,1170,2105,1490
Medtr2g007790,284,491,337,379,528,446
Medtr2g007800,2020,2253,2177,1590,2250,2094
Medtr2g007810,2,0,0,0,0,0
Medtr2g007820,1,0,0,0,0,0
Medtr2g007830,181,231,194,195,211,219
Medtr2g007840,917,941,880,909,911,959
Medtr2g007855,46,63,45,34,70,59
Medtr2g007860,4,0,3,6,1,0
Medtr2g007870,16,33,16,23,26,21
Medtr2g007880,3,10,2,3,5,5
Medtr2g007890,0,1,0,0,0,2
Medtr2g007900,0,0,0,0,0,0
Medtr2g007930,1524,1700,1646,1519,1677,1690
Medtr2g007943,0,0,0,0,0,0
Medtr2g007950,1720,1289,1708,1541,1152,1442
Medtr2g007960,151,216,300,281,287,271
Medtr2g007970,1,5,3,18,0,2
Medtr2g007990,27,20,28,30,18,24
Medtr2g008010,43,117,52,74,70,77
Medtr2g008030,1258,703,668,835,823,646
Medtr2g008050,9318,10873,9670,8789,10951,10054
Medtr2g008060,0,0,0,0,0,0
Medtr2g008070,133,8,8,5,10,4
Medtr2g008100,12,10,4,3,6,2
Medtr2g008110,25,48,23,32,25,26
Medtr2g008120,9617,7084,7316,5531,5962,7109
Medtr2g008130,146,129,152,116,161,135
Medtr2g008140,0,0,0,0,0,0
Medtr2g008160,340,263,307,291,199,214
Medtr2g008170,4,5,7,2,1,6
Medtr2g008180,4088,7069,4316,4360,7661,5924
Medtr2g008190,1042,1047,1008,1062,987,1046
Medtr2g008200,0,0,0,0,0,0
Medtr2g008210,0,0,0,0,0,0
Medtr2g008220,4698,6502,7486,4213,4794,8056
Medtr2g008225,1425,2941,1591,1807,3001,2112
Medtr2g008226,353,636,491,480,610,751
Medtr2g008230,67,59,63,53,55,51
Medtr2g008240,2432,2706,2468,2996,2349,2738
Medtr2g008290,0,0,0,0,0,0
Medtr2g008300,0,0,0,0,0,0
Medtr2g008310,0,0,0,0,0,0
Medtr2g008320,0,0,0,0,0,0
Medtr2g008330,2,1,1,17,0,0
Medtr2g008340,0,0,0,0,0,0
Medtr2g008350,5,6,2,4,4,8
Medtr2g008360,1849,2229,2050,2406,2045,2173
Medtr2g008370,3,4,1,1,1,4
Medtr2g008380,140,167,174,148,157,176
Medtr2g008390,790,776,758,778,604,834
Medtr2g008400,5,8,6,5,1,3
Medtr2g008410,792,865,882,748,763,844
