Feature ID,RNS - RNSA - Expression values,RNS - RNSB - Expression values,RNS - RNSC - Expression values,RS - SRAB - Expression values,RS - SRB - Expression values,RS - SRC - Expression values
Medtr2g081540,0,0,0,0,0,0
Medtr2g081560,0,0,0,0,0,0
Medtr2g081580,339,449,646,729,697,986
Medtr2g081590,905,759,746,1566,1309,1237
Medtr2g081600,2,2,2,8,3,5
Medtr2g081610,27,55,24,55,43,49
Medtr2g081620,44,39,47,45,62,60
Medtr2g081630,1,0,0,0,1,3
Medtr2g081655,0,0,0,0,0,0
Medtr2g081770,30774,18895,19184,13991,11403,13026
Medtr2g081805,0,0,0,0,0,0
Medtr2g081810,1192,2148,1568,1650,1761,1677
Medtr2g081820,329,289,331,299,311,269
Medtr2g081860,18,28,33,15,20,12
Medtr2g081870,0,0,0,0,0,0
Medtr2g081885,0,0,0,0,0,0
Medtr2g081910,0,0,0,0,0,0
Medtr2g081920,0,0,0,0,0,0
Medtr2g081930,185,247,193,187,121,164
Medtr2g081950,0,1,0,0,0,0
Medtr2g081960,0,0,0,0,0,0
Medtr2g081970,0,0,0,0,0,0
Medtr2g081980,0,0,0,19,0,0
Medtr2g082010,0,0,1,0,1,1
Medtr2g082020,0,0,0,0,0,0
Medtr2g082040,0,0,0,0,0,0
Medtr2g082050,0,1,0,0,0,0
Medtr2g082060,21,25,15,10,19,13
Medtr2g082090,464,668,525,436,384,429
Medtr2g082165,0,0,0,0,0,0
Medtr2g082175,0,0,0,0,0,0
Medtr2g082180,82,123,61,79,67,77
Medtr2g082185,0,0,0,0,0,0
Medtr2g082190,31,22,16,22,20,22
Medtr2g082195,0,0,0,0,0,0
Medtr2g082220,2030,2490,2021,1904,2766,2212
Medtr2g082240,0,0,0,1,0,0
Medtr2g082310,5,1,1,2,0,1
Medtr2g082320,0,0,0,0,0,0
Medtr2g082340,0,0,0,0,0,0
Medtr2g082350,0,0,0,0,0,0
Medtr2g082370,0,0,0,1,0,0
Medtr2g082390,0,0,0,0,0,0
Medtr2g082400,0,0,0,0,0,0
Medtr2g082410,337,426,292,272,326,324
Medtr2g082430,677,912,830,751,832,781
Medtr2g082450,0,0,0,0,1,0
Medtr2g082490,1,1,0,0,1,0
Medtr2g082510,1382,2066,1518,1456,1888,1635
Medtr2g082550,44,51,39,32,44,50
Medtr2g082570,1868,2284,1992,2044,2179,2284
Medtr2g082580,45,56,46,56,54,57
Medtr2g082590,1331,1504,1117,1310,1105,1646
Medtr2g082595,0,0,0,0,0,0
Medtr2g082610,0,2,1,0,1,0
Medtr2g082640,2186,2458,2321,1937,1970,2225
Medtr2g082650,618,959,764,656,664,696
Medtr2g082655,0,0,0,0,0,0
Medtr2g082660,41,38,17,29,36,57
Medtr2g082665,0,0,0,0,0,0
Medtr2g082730,0,0,0,0,0,0
Medtr2g082760,0,0,0,0,0,0
Medtr2g082770,952,1235,1255,1195,981,1182
Medtr2g082780,0,0,0,0,0,0
Medtr2g082800,0,0,0,0,0,0
Medtr2g082830,0,0,0,0,1,0
Medtr2g082850,0,0,0,0,0,0
Medtr2g082860,0,0,0,0,0,0
Medtr2g082880,15,5,14,6,20,22
Medtr2g082910,756,1022,886,840,925,991
Medtr2g082920,0,0,0,0,0,0
Medtr2g082930,3,9,4,5,1,6
Medtr2g082940,188,236,177,196,207,231
Medtr2g082990,121,192,201,313,270,317
Medtr2g083000,0,0,0,0,0,0
Medtr2g083020,0,0,0,0,0,0
Medtr2g083030,0,0,0,0,0,0
Medtr2g083090,0,0,0,0,0,0
Medtr2g083110,0,0,0,0,0,0
Medtr2g083130,0,0,0,0,0,0
Medtr2g083160,0,0,0,0,0,0
Medtr2g083180,11218,15009,11814,9940,11273,12219
Medtr2g083200,565,624,605,551,623,687
Medtr2g083210,3,0,1,2,2,0
Medtr2g083220,480,707,610,551,550,602
Medtr2g083230,2,0,0,0,0,0
Medtr2g083240,0,0,0,0,0,0
Medtr2g083250,739,905,826,871,936,952
Medtr2g083260,4,0,2,2,4,3
Medtr2g083270,0,0,0,0,0,0
Medtr2g083280,0,0,0,0,0,0
Medtr2g083290,0,0,0,0,0,0
Medtr2g083300,29,39,50,57,56,59
Medtr2g083320,0,0,0,0,0,0
Medtr2g083330,0,0,0,0,0,0
Medtr2g083350,0,0,0,0,0,0
Medtr2g083360,0,2,1,0,0,0
Medtr2g083380,26,25,11,22,13,17
Medtr2g083390,134,113,114,109,84,146
Medtr2g083410,1,0,3,2,2,3
Medtr2g083420,59,51,55,37,43,44
Medtr2g083430,1694,2013,1725,1429,1299,1600
Medtr2g083440,0,0,0,0,0,0
Medtr2g083460,0,0,0,0,0,0
Medtr2g083470,0,0,0,0,0,0
Medtr2g083480,266,529,428,471,481,510
Medtr2g083490,475,698,609,362,436,508
Medtr2g083510,27,26,20,11,20,4
Medtr2g083520,628,828,742,645,607,682
Medtr2g083560,0,0,0,0,0,0
Medtr2g083590,0,0,0,0,0,0
Medtr2g083595,0,0,0,0,0,0
Medtr2g083615,0,0,0,0,0,0
Medtr2g083620,1,0,0,1,0,0
Medtr2g083630,0,0,0,0,0,0
Medtr2g083650,0,1,0,0,0,1
Medtr2g083670,0,0,0,0,0,0
Medtr2g083690,583,863,628,614,952,757
Medtr2g083710,0,0,0,0,0,0
Medtr2g083720,0,0,0,0,0,0
Medtr2g083745,0,0,0,0,0,0
Medtr2g083760,0,0,0,0,0,0
Medtr2g083770,0,0,0,0,2,0
Medtr2g083780,0,0,0,0,0,0
Medtr2g083790,0,0,0,0,0,0
Medtr2g083800,0,0,0,0,0,0
Medtr2g083810,16,32,36,14,23,32
Medtr2g083817,4,7,1,5,2,2
Medtr2g083830,1,0,1,1,1,1
Medtr2g083840,274,391,348,253,235,266
Medtr2g083850,0,0,0,0,0,0
Medtr2g083860,820,1009,763,760,901,824
Medtr2g083870,1139,1559,1361,1109,1044,1123
Medtr2g083890,0,0,0,0,0,0
Medtr2g083910,585,830,582,398,320,404
Medtr2g083920,19,38,29,18,7,17
Medtr2g083930,0,0,0,0,0,0
Medtr2g083940,625,746,697,562,740,728
Medtr2g083950,0,0,0,0,0,0
Medtr2g083955,0,0,0,0,0,0
Medtr2g084000,3873,6623,4769,3892,3911,3800
Medtr2g084010,35,41,41,34,31,58
Medtr2g084020,139,104,93,108,107,180
Medtr2g084070,0,0,0,0,0,0
Medtr2g084080,48,13,9,2,7,6
Medtr2g084090,0,0,0,0,0,0
Medtr2g084105,0,0,0,0,0,0
Medtr2g084110,1,1,1,0,0,2
Medtr2g084120,131,171,125,113,156,175
Medtr2g084130,0,0,0,0,0,0
Medtr2g084140,1,1,0,0,1,0
Medtr2g084160,0,0,0,0,0,0
Medtr2g084170,1,0,0,0,0,0
Medtr2g084180,1,0,1,0,0,0
Medtr2g084190,2,0,0,0,1,0
Medtr2g084195,0,0,1,0,1,1
Medtr2g084200,1,1,2,0,4,1
Medtr2g084205,0,0,0,0,0,0
Medtr2g084210,0,3,1,4,0,1
Medtr2g084215,2,9,6,0,1,4
Medtr2g084220,911,1144,954,817,899,937
Medtr2g084225,267,396,320,275,350,321
Medtr2g084230,254,466,384,429,486,532
Medtr2g084235,2,0,1,2,2,3
Medtr2g084240,0,0,0,0,0,0
Medtr2g084245,273,756,486,410,451,328
Medtr2g084255,0,0,0,0,0,0
Medtr2g084270,205,231,206,228,252,315
Medtr2g084275,227,356,332,245,319,344
Medtr2g084280,236,322,317,263,247,320
Medtr2g084285,500,675,612,592,665,665
Medtr2g084300,0,0,0,0,0,0
Medtr2g084315,196,379,318,202,181,240
Medtr2g084320,0,0,0,0,0,0
Medtr2g084340,31,49,79,66,43,59
Medtr2g084345,0,0,0,0,0,0
Medtr2g084355,0,0,0,0,0,0
Medtr2g084360,0,0,0,0,0,0
Medtr2g084365,0,0,0,0,0,0
Medtr2g084370,0,0,0,0,0,0
Medtr2g084375,1,3,0,2,3,0
Medtr2g084390,36,33,57,52,35,67
Medtr2g084400,0,0,0,0,1,1
Medtr2g084405,0,0,0,0,0,0
Medtr2g084410,237,357,363,287,290,320
Medtr2g084420,0,2,0,0,0,1
Medtr2g084425,628,868,817,723,862,802
Medtr2g084430,0,0,0,0,0,0
Medtr2g084455,0,0,0,0,0,0
Medtr2g084465,0,0,0,0,0,0
Medtr2g084470,0,0,0,0,0,0
Medtr2g084475,836,1124,1229,1133,976,1147
Medtr2g084480,4,0,0,6,3,3
Medtr2g084485,0,0,0,0,0,0
Medtr2g084495,0,0,0,0,0,0
Medtr2g084500,0,0,0,0,0,0
Medtr2g084505,0,0,0,0,0,0
Medtr2g084510,0,0,0,0,0,0
Medtr2g084520,0,0,0,0,0,0
Medtr2g084525,0,0,0,0,0,0
Medtr2g084530,0,0,0,0,0,0
Medtr2g084535,10,26,15,4,13,29
Medtr2g084540,33,46,16,28,34,15
Medtr2g084545,232,266,237,219,293,266
Medtr2g084550,477,640,698,874,602,836
Medtr2g084555,277,325,305,300,381,342
Medtr2g084560,0,0,0,0,0,0
Medtr2g084565,181,242,162,151,206,174
Medtr2g084580,208,280,191,184,251,229
Medtr2g084585,383,139,208,442,87,78
Medtr2g084595,190,299,275,227,268,222
Medtr2g084605,271,378,273,324,482,333
Medtr2g084610,2642,3854,3341,3506,3914,3399
Medtr2g084615,137,138,113,125,88,111
Medtr2g084620,343,437,404,421,416,465
Medtr2g084625,0,0,0,0,0,0
Medtr2g084630,172,234,253,239,274,298
Medtr2g084635,0,0,0,0,0,0
Medtr2g084650,0,0,0,0,0,0
Medtr2g084660,0,0,0,0,0,0
Medtr2g084670,0,0,0,0,0,0
Medtr2g084675,0,0,2,0,0,0
Medtr2g084685,0,0,0,0,0,0
Medtr2g084695,0,0,0,0,0,0
Medtr2g084715,696,827,691,722,814,894
Medtr2g084725,0,0,0,0,0,0
Medtr2g084735,380,542,421,444,485,400
Medtr2g084745,0,0,0,0,0,0
Medtr2g084805,1997,2020,1836,1251,1197,1316
Medtr2g084815,7523,9243,6671,7439,12964,9913
Medtr2g084825,0,0,0,0,0,0
Medtr2g084835,503,618,542,519,648,669
Medtr2g084845,0,0,0,0,0,0
Medtr2g084855,65,66,80,93,117,127
Medtr2g084875,510,783,936,936,823,1177
Medtr2g084885,0,0,0,0,0,0
Medtr2g084895,304,413,283,284,469,360
Medtr2g084915,0,0,0,0,0,0
Medtr2g084925,0,0,0,0,0,0
Medtr2g084935,0,0,0,0,0,0
Medtr2g084965,55,61,78,74,67,58
Medtr2g084985,505,1029,720,672,1055,684
Medtr2g085005,0,0,0,0,0,0
Medtr2g085015,0,0,0,0,0,0
Medtr2g085025,305,618,495,334,470,360
Medtr2g085045,1809,2322,1972,1508,1799,1733
Medtr2g085065,195,296,229,207,241,232
Medtr2g085075,705,840,754,728,1063,915
Medtr2g085085,5950,9459,6072,5746,10566,7922
Medtr2g085090,906,1365,895,812,1286,995
Medtr2g085095,0,0,0,0,0,0
Medtr2g085105,0,0,0,0,0,0
Medtr2g085110,0,0,0,0,0,0
Medtr2g085115,0,0,0,0,1,0
Medtr2g085125,184,223,185,182,203,198
Medtr2g085135,59,73,56,66,63,85
Medtr2g085155,0,0,0,0,0,0
Medtr2g085160,183,182,160,114,137,156
Medtr2g085170,641,1028,791,688,1011,792
Medtr2g085200,734,893,813,704,846,830
Medtr2g085210,1007,1476,1369,1054,1333,1463
Medtr2g085250,0,0,0,0,0,0
Medtr2g085280,0,0,0,0,0,0
Medtr2g085300,261,362,434,473,435,509
Medtr2g085310,0,0,0,0,0,0
Medtr2g085330,4077,6203,5125,5050,6139,5492
Medtr2g085340,80,99,70,71,82,92
Medtr2g085360,1,0,1,4,1,1
Medtr2g085370,41,25,60,53,102,84
Medtr2g086010,0,0,0,1,1,0
Medtr2g086020,0,0,0,0,0,0
Medtr2g086025,0,0,0,0,1,0
Medtr2g086040,17,85,27,25,13,17
Medtr2g086060,0,0,0,0,0,0
Medtr2g086070,31,59,41,228,47,131
Medtr2g086090,4,3,4,1,4,2
Medtr2g086110,0,0,0,0,0,0
Medtr2g086140,393,475,371,343,454,372
Medtr2g086150,12,21,21,23,38,33
Medtr2g086160,1984,2731,2228,2104,2303,2308
Medtr2g086190,2,3,6,4,2,1
Medtr2g086200,584,842,710,499,678,635
Medtr2g086210,0,1,0,0,0,0
Medtr2g086250,0,0,0,0,0,0
Medtr2g086270,0,0,0,0,0,0
Medtr2g086273,1,2,1,0,1,3
Medtr2g086277,0,1,2,0,1,3
Medtr2g086283,1,1,0,0,1,1
Medtr2g086290,20,15,8,26,19,21
Medtr2g086300,32,45,55,70,47,80
Medtr2g086310,0,0,0,0,0,1
Medtr2g086320,0,0,0,0,0,0
Medtr2g086330,0,0,0,2,0,0
Medtr2g086340,0,1,0,0,0,0
Medtr2g086350,1,0,0,2,0,0
Medtr2g086380,0,0,0,0,0,0
Medtr2g086390,22,22,13,43,37,32
Medtr2g086420,1394,1861,1991,1639,1663,2272
Medtr2g086440,22,29,18,22,25,29
Medtr2g086450,221,256,245,188,170,166
Medtr2g086460,1,0,1,0,0,0
Medtr2g086465,0,0,0,0,0,0
Medtr2g086480,0,1,4,2,1,2
Medtr2g086500,5598,7928,5198,5903,10553,7599
Medtr2g086510,1140,1597,1382,1103,1303,1214
Medtr2g086520,0,0,0,0,0,0
Medtr2g086530,1025,1102,987,901,692,674
Medtr2g086560,464,576,525,718,383,589
Medtr2g086580,309,529,605,355,389,440
Medtr2g086590,0,0,1,1,1,1
Medtr2g086600,805,1017,891,782,820,925
Medtr2g086610,2524,3662,2638,2841,5360,3624
Medtr2g086620,0,0,0,0,0,0
Medtr2g086630,0,0,0,0,0,0
Medtr2g086640,0,0,0,0,0,0
Medtr2g086650,0,0,0,0,0,0
Medtr2g086660,41,72,51,64,68,64
Medtr2g086680,0,0,0,0,0,0
Medtr2g086690,15,16,40,13,18,38
Medtr2g086700,65,29,74,32,26,68
Medtr2g086730,61,109,104,48,69,56
Medtr2g086740,417,1073,773,502,657,637
Medtr2g086750,0,0,0,0,0,0
Medtr2g086770,0,0,0,0,0,0
Medtr2g086780,823,1083,994,894,944,968
Medtr2g086790,172,252,197,160,160,196
Medtr2g086830,0,0,0,0,0,0
Medtr2g086850,0,0,0,0,0,1
Medtr2g086860,0,0,0,0,0,0
Medtr2g086870,138,140,169,322,300,282
Medtr2g086880,530,744,596,591,637,590
Medtr2g086890,747,1324,1074,862,732,808
Medtr2g086900,0,0,0,0,0,0
Medtr2g086910,0,0,0,2,0,2
Medtr2g086920,998,1108,1131,1555,1139,1567
Medtr2g086940,0,0,0,0,0,0
Medtr2g086950,585,853,592,604,897,759
Medtr2g086960,0,0,0,0,0,0
Medtr2g086970,580,809,613,609,663,710
Medtr2g086990,0,0,0,0,0,0
Medtr2g087000,151,160,174,148,236,165
Medtr2g087080,7,5,9,43,16,12
Medtr2g087090,32,41,32,58,74,78
Medtr2g087100,0,0,0,0,0,0
Medtr2g087110,3,1,2,4,7,7
Medtr2g087120,118,157,139,117,150,130
Medtr2g087125,36,35,35,46,21,33
Medtr2g087160,0,0,0,0,0,0
Medtr2g087180,0,0,0,0,0,0
Medtr2g087190,0,0,0,0,0,0
Medtr2g087200,4,2,7,4,2,5
Medtr2g087230,109,139,80,122,119,128
Medtr2g087270,224,255,219,190,243,247
Medtr2g087282,0,0,0,0,0,0
Medtr2g087285,0,0,0,0,0,0
Medtr2g087288,23,10,17,31,68,62
Medtr2g087292,0,0,1,0,0,0
Medtr2g087295,1280,1597,1569,1469,1569,1571
Medtr2g087350,118,185,160,152,241,189
Medtr2g087370,0,0,0,0,0,0
Medtr2g087390,50,32,40,55,47,70
Medtr2g087400,0,0,0,0,0,0
Medtr2g087420,0,0,0,0,0,0
Medtr2g087430,37,35,15,22,32,53
Medtr2g087445,0,0,0,0,0,0
Medtr2g087450,0,0,0,0,0,0
Medtr2g087460,41,25,25,21,32,43
Medtr2g087470,24,15,15,24,25,40
Medtr2g087520,497,577,500,544,535,572
Medtr2g087530,706,891,833,856,845,864
Medtr2g087540,0,0,0,0,0,0
Medtr2g087545,0,0,0,0,0,0
Medtr2g087550,0,0,0,0,0,0
Medtr2g087560,0,0,0,0,1,0
Medtr2g087590,332,394,304,277,293,305
Medtr2g087610,450,539,474,511,436,483
Medtr2g087620,0,0,0,0,0,0
Medtr2g087630,0,0,0,0,0,0
Medtr2g087640,2262,2973,2326,2283,3452,2631
Medtr2g087660,2682,3723,3123,3066,3524,3413
Medtr2g087670,5,11,4,9,12,8
Medtr2g087680,146,237,194,131,222,160
Medtr2g087700,0,0,0,0,0,0
Medtr2g087710,358,566,444,449,612,496
Medtr2g087740,0,2,1,1,2,0
Medtr2g087750,0,0,0,0,0,0
Medtr2g087760,236,280,206,227,398,281
Medtr2g087780,0,0,0,0,0,0
Medtr2g087810,251,395,259,234,388,252
Medtr2g087820,1204,1607,1591,1481,1534,1605
Medtr2g087830,8,9,6,4,9,4
Medtr2g087840,435,573,475,445,760,524
Medtr2g087850,0,0,0,0,0,0
Medtr2g087870,512,792,604,516,674,520
Medtr2g087880,323,376,323,217,270,270
Medtr2g087890,97,128,108,90,87,119
Medtr2g087900,1946,2975,1779,980,1199,661
Medtr2g087950,113,105,126,46,60,96
Medtr2g087960,678,741,639,545,530,668
Medtr2g087980,1,3,7,6,1,3
Medtr2g087985,0,0,1,0,0,1
Medtr2g088000,70,71,76,165,138,139
Medtr2g088010,0,0,0,0,0,1
Medtr2g088020,22,49,22,19,43,29
Medtr2g088030,0,0,0,0,0,0
Medtr2g088040,0,0,0,0,0,0
Medtr2g088060,0,0,0,1,2,1
Medtr2g088080,395,622,823,398,521,652
Medtr2g088090,0,0,0,0,0,0
Medtr2g088100,153,236,252,178,242,240
Medtr2g088103,2,5,6,8,2,3
Medtr2g088107,88,135,147,109,138,140
Medtr2g088110,0,0,0,0,0,0
Medtr2g088130,198,243,246,476,334,449
Medtr2g088140,0,0,0,0,0,0
Medtr2g088170,0,0,0,0,0,1
Medtr2g088190,208,155,87,190,104,102
Medtr2g088200,0,0,0,1,0,0
Medtr2g088210,0,0,0,0,0,0
Medtr2g088220,661,984,650,541,647,591
Medtr2g088230,2620,3962,3319,2525,2981,3223
Medtr2g088240,1,7,5,1,7,7
Medtr2g088270,451,700,558,635,740,744
Medtr2g088290,0,0,0,0,0,0
Medtr2g088300,0,0,0,0,0,0
Medtr2g088310,0,0,0,0,0,0
Medtr2g088315,0,0,0,0,0,0
Medtr2g088320,219,257,195,189,324,224
Medtr2g088350,43,52,46,41,37,52
Medtr2g088360,7861,10980,11119,11152,11686,11930
Medtr2g088370,110,133,145,180,200,255
Medtr2g088390,112,126,123,111,98,114
Medtr2g088400,3280,4035,3473,3191,3164,2896
Medtr2g088410,0,0,0,0,0,0
Medtr2g088420,0,0,0,0,0,0
Medtr2g088430,700,776,708,692,701,765
Medtr2g088450,853,1108,958,804,559,870
Medtr2g088460,1089,1457,1158,1027,1098,1118
Medtr2g088470,0,3,2,1,0,3
Medtr2g088480,0,0,0,0,0,0
Medtr2g088570,626,812,656,568,841,664
Medtr2g088590,217,339,231,234,230,270
Medtr2g088610,0,0,0,0,0,0
Medtr2g088655,0,0,0,0,0,0
Medtr2g088670,0,0,0,0,0,0
Medtr2g088680,0,0,0,0,0,0
Medtr2g088700,1485,2619,2348,1762,2047,2025
Medtr2g088720,202,271,242,200,236,262
Medtr2g088730,0,1,1,4,0,4
Medtr2g088740,0,0,0,0,0,0
Medtr2g088750,233,294,267,270,331,326
Medtr2g088760,0,0,0,0,0,1
Medtr2g088770,9657,16209,12186,11300,14267,14056
Medtr2g088820,356,411,308,326,460,327
Medtr2g088850,1152,1773,1426,1320,1547,1563
Medtr2g088860,3,10,7,3,2,2
Medtr2g088870,584,916,718,635,818,647
Medtr2g088900,4,4,1,3,10,10
Medtr2g088910,0,0,0,0,0,0
Medtr2g088930,2,1,4,4,6,8
Medtr2g088940,108,139,146,134,157,177
Medtr2g088950,135,170,159,117,144,137
Medtr2g088955,30,22,38,32,24,20
Medtr2g088960,0,0,0,0,0,0
Medtr2g088970,0,0,0,0,0,0
Medtr2g088980,542,302,387,160,131,114
Medtr2g088990,766,2405,1954,1163,1663,1539
Medtr2g089000,2510,2418,2385,1560,1465,2618
Medtr2g089005,0,0,0,0,0,0
Medtr2g089010,43,75,63,46,75,52
Medtr2g089020,0,0,0,0,0,0
Medtr2g089030,26,47,34,30,40,42
Medtr2g089040,32,70,122,53,58,53
Medtr2g089050,203,283,182,203,208,211
Medtr2g089070,0,0,0,0,0,0
Medtr2g089080,2228,3050,2913,2643,2513,3031
Medtr2g089100,8,3,7,0,3,11
Medtr2g089120,241,247,295,1167,479,493
Medtr2g089130,0,0,0,0,0,0
Medtr2g089140,1380,2580,1630,828,1362,965
Medtr2g089160,0,0,0,0,0,0
Medtr2g089170,296,396,329,257,339,360
Medtr2g089190,9,14,11,8,9,16
Medtr2g089200,6,20,7,8,7,9
Medtr2g089210,32,48,70,122,90,121
Medtr2g089230,0,0,0,0,0,0
Medtr2g089290,0,0,0,1,0,0
Medtr2g089295,0,0,0,0,0,0
Medtr2g089300,1,1,0,0,0,0
Medtr2g089310,108,248,147,122,112,114
Medtr2g089315,0,0,0,0,0,0
Medtr2g089320,0,0,0,0,0,0
Medtr2g089330,0,0,0,0,0,0
Medtr2g089340,1485,1984,1468,1558,2727,1881
Medtr2g089350,772,970,822,782,794,699
Medtr2g089360,74,124,112,102,71,100
Medtr2g089380,8,11,3,8,9,11
Medtr2g089420,0,0,0,0,0,0
Medtr2g089425,0,0,0,0,0,0
Medtr2g089430,0,0,0,0,0,0
Medtr2g089440,157,192,261,367,273,411
Medtr2g089450,0,0,0,0,0,0
Medtr2g089460,0,0,0,0,0,0
Medtr2g089470,0,0,0,0,0,0
Medtr2g089490,147,131,83,132,160,137
Medtr2g089510,414,396,253,250,270,376
Medtr2g089520,2,2,1,1,5,2
Medtr2g089530,0,0,0,0,0,0
Medtr2g089570,0,0,0,0,0,0
Medtr2g089580,0,0,0,0,0,0
Medtr2g089590,0,0,0,0,0,0
Medtr2g089600,0,0,0,0,0,0
Medtr2g089610,0,0,0,0,0,0
Medtr2g089620,58,108,63,118,170,286
Medtr2g089630,0,0,0,0,0,0
Medtr2g089650,2,1,8,5,2,2
Medtr2g089665,14,17,18,20,12,24
Medtr2g089670,0,0,0,0,0,0
Medtr2g089735,82,287,154,103,96,114
Medtr2g089745,0,0,0,0,0,0
Medtr2g089755,0,0,0,0,0,0
Medtr2g089765,119,169,151,151,113,188
Medtr2g089775,0,0,0,0,0,0
Medtr2g089785,757,1222,978,690,713,818
Medtr2g089795,134,141,68,127,116,165
Medtr2g089805,0,0,0,0,0,0
Medtr2g089815,45,79,52,35,31,46
Medtr2g089825,0,0,0,0,0,0
Medtr2g089835,0,1,0,0,0,0
Medtr2g089865,103,88,80,64,63,73
Medtr2g089885,0,0,0,0,0,0
Medtr2g089895,0,0,0,0,0,0
Medtr2g089905,1,1,0,0,0,0
Medtr2g089915,0,0,0,0,0,0
Medtr2g089925,0,0,0,0,1,0
Medtr2g089930,53,70,49,21,25,17
Medtr2g089940,2,3,1,0,0,0
Medtr2g089945,190,211,162,145,101,93
Medtr2g089950,1,0,0,0,0,0
Medtr2g089955,0,1,0,0,0,0
Medtr2g089960,0,1,0,0,0,0
Medtr2g089965,41,12,8,18,18,11
Medtr2g089970,17,26,15,14,20,17
Medtr2g089975,343,381,396,348,302,386
Medtr2g089985,6,6,1,6,1,1
Medtr2g089990,19,29,20,13,22,13
Medtr2g089995,1198,1623,1213,1134,1332,1150
Medtr2g090010,273,264,268,422,264,349
Medtr2g090015,191,211,188,207,214,249
Medtr2g090020,2152,2807,2696,1930,1971,2210
Medtr2g090030,0,0,0,0,0,0
Medtr2g090035,21,20,12,33,32,21
Medtr2g090045,606,760,668,724,725,838
Medtr2g090050,0,0,0,3,1,1
Medtr2g090055,44,82,47,56,56,46
Medtr2g090060,1342,1662,1391,870,793,951
Medtr2g090070,0,0,0,0,1,0
Medtr2g090075,0,0,0,0,0,0
Medtr2g090080,120,225,122,100,183,130
Medtr2g090090,0,0,0,0,0,0
Medtr2g090095,71,82,84,54,81,43
Medtr2g090105,0,0,0,0,0,0
Medtr2g090110,13,17,9,20,9,4
Medtr2g090115,0,0,0,0,0,0
Medtr2g090120,1158,1658,1387,1195,1495,1305
Medtr2g090125,0,0,0,0,0,0
Medtr2g090130,0,0,0,0,0,0
Medtr2g090135,565,779,666,606,722,735
Medtr2g090140,705,955,769,765,855,868
Medtr2g090145,0,0,0,0,0,0
Medtr2g090150,84,140,64,70,87,71
Medtr2g090155,141,182,202,133,134,170
Medtr2g090165,0,2,3,0,1,3
Medtr2g090170,0,0,0,0,0,0
Medtr2g090175,1,2,3,2,0,0
Medtr2g090180,164,277,205,141,203,179
Medtr2g090185,0,1,1,1,1,5
Medtr2g090190,658,851,704,542,663,684
Medtr2g090200,61,54,36,58,46,87
Medtr2g090210,696,731,562,707,588,598
Medtr2g090215,0,0,0,0,0,0
Medtr2g090220,0,0,0,0,0,0
Medtr2g090225,0,0,0,0,0,0
Medtr2g090230,44,52,35,83,53,53
Medtr2g090235,346,464,397,341,443,379
Medtr2g090240,407,460,594,386,383,470
Medtr2g090245,183,105,231,273,308,442
Medtr2g090250,9,15,16,18,8,27
Medtr2g090255,1,5,7,3,8,10
Medtr2g090260,0,0,0,0,0,0
Medtr2g090265,445,771,588,398,556,550
Medtr2g090270,257,241,247,243,244,221
Medtr2g090275,0,0,0,0,0,0
Medtr2g090285,913,1172,1201,880,985,1117
Medtr2g090290,326,465,440,324,454,428
Medtr2g090295,493,706,593,546,565,586
Medtr2g090300,0,0,0,0,0,0
Medtr2g090305,25,29,21,22,23,16
Medtr2g090315,0,0,0,0,0,0
Medtr2g090320,0,0,0,0,0,0
Medtr2g090325,0,0,0,0,0,0
Medtr2g090330,35,52,52,38,55,79
Medtr2g090335,265,319,243,241,406,320
Medtr2g090340,449,611,387,486,546,473
Medtr2g090350,0,0,0,0,0,0
Medtr2g090355,180,263,206,168,213,199
Medtr2g090360,201,321,227,258,253,305
Medtr2g090365,159,201,177,164,172,191
Medtr2g090370,148,156,133,114,125,139
Medtr2g090375,0,0,0,0,0,0
Medtr2g090380,2690,4374,3574,2990,3258,3432
Medtr2g090385,412,515,448,421,656,483
Medtr2g090390,381,522,378,398,409,448
Medtr2g090405,270,426,417,418,400,412
Medtr2g090410,93,131,134,131,109,148
Medtr2g090425,0,0,1,0,0,0
Medtr2g090435,0,0,0,0,0,0
Medtr2g090440,0,0,0,0,0,0
Medtr2g090445,0,0,0,0,0,0
Medtr2g090455,55,69,59,44,73,72
Medtr2g090465,0,0,0,0,0,0
Medtr2g090480,0,0,1,0,0,0
Medtr2g090495,0,0,0,0,0,0
Medtr2g090500,0,0,0,0,0,0
Medtr2g090505,0,0,0,0,0,0
Medtr2g090515,0,0,0,0,0,0
Medtr2g090520,55,65,62,59,78,68
Medtr2g090525,114,129,148,105,154,141
Medtr2g090555,0,0,0,1,2,2
Medtr2g090575,0,0,0,0,1,0
Medtr2g090580,0,0,0,12,10,13
Medtr2g090585,0,0,0,0,0,0
Medtr2g090595,302,447,310,228,295,362
Medtr2g090600,0,0,0,0,0,0
Medtr2g090605,20,36,55,34,55,57
Medtr2g090610,1663,2117,1940,1943,1829,1828
Medtr2g090615,108,100,74,70,59,29
Medtr2g090620,128,189,116,140,234,163
Medtr2g090625,0,0,0,0,0,0
Medtr2g090630,0,0,0,0,0,0
Medtr2g090635,156,238,157,182,279,234
Medtr2g090640,1,2,5,12,11,4
Medtr2g090645,0,1,0,0,0,0
Medtr2g090650,270,327,251,288,453,331
Medtr2g090655,828,1134,986,954,1214,1140
Medtr2g090660,1591,1737,1281,2078,2409,2712
Medtr2g090665,0,0,0,0,0,0
