Feature ID,RNS - RNSA - Expression values,RNS - RNSB - Expression values,RNS - RNSC - Expression values,RS - SRAB - Expression values,RS - SRB - Expression values,RS - SRC - Expression values
Medtr8g021220,0,0,0,0,0,0
Medtr8g021225,1,8,4,1,0,0
Medtr8g021230,1134,1539,1229,1133,923,1155
Medtr8g021233,281,387,286,252,281,276
Medtr8g021237,70,149,109,94,100,136
Medtr8g021243,0,0,0,0,0,0
Medtr8g021250,199,252,225,181,259,238
Medtr8g021280,0,0,0,0,0,0
Medtr8g021310,639,967,665,628,912,633
Medtr8g021320,60,94,51,61,63,52
Medtr8g021330,316,487,418,426,404,467
Medtr8g021340,0,0,0,0,0,0
Medtr8g021350,0,0,0,0,0,0
Medtr8g021360,0,0,0,0,0,0
Medtr8g021370,0,0,0,0,0,0
Medtr8g021380,393,623,405,413,283,444
Medtr8g021390,0,0,0,0,0,0
Medtr8g021420,0,0,0,0,0,0
Medtr8g021950,0,0,0,0,0,0
Medtr8g021970,0,0,0,0,0,0
Medtr8g021980,786,1040,1074,921,977,1098
Medtr8g022010,914,1184,993,940,1212,1103
Medtr8g022020,167,256,183,170,238,189
Medtr8g022040,93,85,71,74,69,74
Medtr8g022050,1399,1601,1393,1389,1730,1703
Medtr8g022110,0,0,0,0,0,0
Medtr8g022130,0,1,2,0,0,0
Medtr8g022150,0,0,0,0,0,0
Medtr8g022160,0,0,0,0,1,1
Medtr8g022210,695,1038,779,770,1075,881
Medtr8g022220,15,18,9,15,20,15
Medtr8g022240,51,79,58,61,91,49
Medtr8g022250,0,0,0,0,0,0
Medtr8g022270,24,16,31,155,110,96
Medtr8g022280,831,1166,993,933,1076,1064
Medtr8g022290,833,1193,983,811,884,939
Medtr8g022300,1077,1481,1053,640,625,554
Medtr8g022310,523,471,526,302,272,304
Medtr8g022320,0,0,0,0,0,0
Medtr8g022330,237,281,210,228,289,251
Medtr8g022340,5,0,1,0,0,0
Medtr8g022380,39,35,29,13,19,9
Medtr8g022400,0,0,0,0,0,0
Medtr8g022410,0,0,0,0,0,0
Medtr8g022420,0,0,0,0,0,0
Medtr8g022430,0,0,0,0,0,0
Medtr8g022440,175,324,219,166,173,150
Medtr8g022450,0,0,0,0,0,0
Medtr8g022460,0,0,0,0,0,0
Medtr8g022470,5,11,4,2,2,5
Medtr8g022490,0,0,0,0,0,0
Medtr8g022500,0,0,0,0,0,0
Medtr8g022505,0,0,0,0,0,0
Medtr8g022520,0,0,0,0,0,0
Medtr8g022550,0,0,0,0,0,0
Medtr8g022580,0,0,0,0,0,0
Medtr8g022600,0,0,0,0,0,0
Medtr8g022650,0,0,0,0,0,0
Medtr8g022680,0,0,0,0,0,0
Medtr8g022690,0,0,0,0,0,0
Medtr8g022720,0,0,0,0,0,1
Medtr8g022730,0,0,1,0,2,0
Medtr8g022740,1746,2074,2005,1515,1296,1513
Medtr8g022750,0,0,0,0,0,0
Medtr8g022760,0,0,0,0,0,0
Medtr8g022770,295,439,334,291,523,399
Medtr8g022790,4,2,0,60,23,41
Medtr8g022810,832,808,994,1113,771,1166
Medtr8g022820,4155,5287,4676,3846,3853,4682
Medtr8g022850,0,0,0,0,0,0
Medtr8g022860,0,0,0,0,0,0
Medtr8g022870,833,1281,959,780,935,1093
Medtr8g022900,0,0,0,0,0,0
Medtr8g022930,0,0,0,0,0,0
Medtr8g022950,0,0,0,0,0,0
Medtr8g022960,0,0,0,0,0,0
Medtr8g022970,0,0,0,2,0,0
Medtr8g022980,539,743,563,580,616,649
Medtr8g022990,31,55,25,15,13,9
Medtr8g023000,0,1,0,0,0,0
Medtr8g023010,1,6,1,3,3,7
Medtr8g023030,0,0,0,0,0,0
Medtr8g023040,454,607,402,490,674,555
Medtr8g023050,268,366,297,320,385,343
Medtr8g023060,550,543,724,580,458,456
Medtr8g023065,1,0,0,0,0,0
Medtr8g023080,1076,1474,1618,1753,1453,1816
Medtr8g023090,0,0,0,0,0,0
Medtr8g023100,1679,1928,1720,1259,1182,1423
Medtr8g023130,50,38,78,37,71,53
Medtr8g023140,2830,3720,3355,3997,4496,4506
Medtr8g023150,958,1679,1369,1378,1794,1481
Medtr8g023218,0,0,0,0,0,0
Medtr8g023220,20,45,13,22,50,30
Medtr8g023230,0,0,0,0,0,0
Medtr8g023240,87,103,87,77,96,97
Medtr8g023250,0,0,0,0,0,0
Medtr8g023255,0,0,0,0,0,0
Medtr8g023270,1,2,8,8,5,8
Medtr8g023280,0,0,0,0,0,0
Medtr8g023290,0,0,0,0,0,0
Medtr8g023300,0,0,0,0,0,0
Medtr8g023310,2548,4975,3812,3456,3886,3294
Medtr8g023320,4,15,3,6,9,4
Medtr8g023330,1223,1758,1495,1457,1717,1561
Medtr8g023380,2266,2688,2392,2291,2273,2454
Medtr8g023390,69,35,30,61,45,83
Medtr8g023400,69,55,49,63,52,56
Medtr8g023440,11,21,16,10,14,13
Medtr8g023445,946,1161,1039,873,1191,1066
Medtr8g023490,437,656,461,458,547,520
Medtr8g023500,229,339,208,262,360,261
Medtr8g023510,660,1670,856,1023,902,1115
Medtr8g023540,0,0,0,0,0,0
Medtr8g023550,4380,6288,5151,4444,5591,5109
Medtr8g023560,2380,3944,3794,3187,3121,3464
Medtr8g023580,0,0,1,0,0,0
Medtr8g023610,93,226,167,88,110,152
Medtr8g023620,539,727,559,522,646,614
Medtr8g023640,0,0,0,0,0,0
Medtr8g023670,34,45,38,70,56,57
Medtr8g023680,324,393,343,357,574,509
Medtr8g023700,311,304,248,284,420,307
Medtr8g023720,867,941,1023,1023,893,969
Medtr8g023740,0,0,0,0,0,0
Medtr8g023750,403,524,470,457,498,522
Medtr8g023760,117,450,233,77,105,103
Medtr8g023770,25,31,53,179,76,79
Medtr8g023780,461,760,540,515,531,665
Medtr8g023790,1222,1079,818,982,970,1609
Medtr8g023820,1271,1655,1323,1199,1489,1448
Medtr8g023830,323,301,222,376,318,318
Medtr8g023840,28,48,23,24,11,24
Medtr8g023860,1,10,4,5,0,8
Medtr8g023880,0,0,0,0,0,0
Medtr8g023890,0,0,0,0,0,0
Medtr8g023900,0,0,0,0,0,1
Medtr8g023920,0,0,0,0,0,0
Medtr8g023930,0,0,0,0,0,0
Medtr8g023950,0,0,0,0,0,0
Medtr8g023960,83,130,124,92,109,137
Medtr8g023970,0,0,0,0,0,0
Medtr8g023990,1,4,4,6,1,5
Medtr8g024030,0,0,0,0,0,0
Medtr8g024050,885,1331,1593,1168,1240,1409
Medtr8g024060,137,212,171,130,208,181
Medtr8g024070,0,0,0,0,0,0
Medtr8g024090,0,0,0,0,0,0
Medtr8g024100,708,880,778,658,618,762
Medtr8g024120,61,98,57,56,59,60
Medtr8g024140,0,0,0,0,0,0
Medtr8g024160,7,4,2,0,6,1
Medtr8g024170,0,0,0,0,0,0
Medtr8g024180,1,0,0,1,1,0
Medtr8g024210,6,4,9,2,0,6
Medtr8g024220,0,0,0,0,0,0
Medtr8g024240,429,699,539,362,476,443
Medtr8g024250,48,56,47,50,55,63
Medtr8g024260,296,391,388,294,360,413
Medtr8g024270,0,0,0,0,0,0
Medtr8g024290,0,0,0,0,0,0
Medtr8g024310,2144,3261,2389,2570,3570,2695
Medtr8g024320,462,661,533,530,534,576
Medtr8g024340,264,354,232,171,193,216
Medtr8g024350,1581,2008,1352,1398,2644,1971
Medtr8g024370,0,0,0,0,0,0
Medtr8g024380,0,0,0,0,0,0
Medtr8g024390,0,0,0,0,0,0
Medtr8g024400,0,0,0,0,0,0
Medtr8g024420,0,0,0,0,0,0
Medtr8g024470,0,0,0,0,0,0
Medtr8g024480,85,81,63,77,50,47
Medtr8g024520,263,419,328,223,266,257
Medtr8g024540,988,1287,1202,1044,1661,1409
Medtr8g024550,0,0,0,0,0,0
Medtr8g024560,164,349,202,238,273,227
Medtr8g024580,0,0,0,0,0,0
Medtr8g024590,17,21,21,12,18,33
Medtr8g024600,42,53,55,51,35,65
Medtr8g024620,1305,1671,1575,1387,1583,1840
Medtr8g024630,1395,571,580,127,119,182
Medtr8g024640,5,2,7,1,6,5
Medtr8g024650,593,651,637,612,685,654
Medtr8g024680,134,133,124,125,93,76
Medtr8g024690,249,228,272,240,281,296
Medtr8g024770,0,0,0,0,0,0
Medtr8g024790,0,1,0,1,0,1
Medtr8g024820,1,2,0,0,0,1
Medtr8g026680,329,488,390,331,404,388
Medtr8g026690,0,0,0,0,0,0
Medtr8g026710,0,0,0,0,0,0
Medtr8g026730,129,102,81,103,68,59
Medtr8g026770,327,488,325,273,364,292
Medtr8g026813,0,0,0,0,0,0
Medtr8g026830,0,0,0,0,0,0
Medtr8g026850,7,10,8,1,10,3
Medtr8g026860,1,0,0,0,0,0
Medtr8g026870,0,0,0,0,0,0
Medtr8g026880,0,0,0,0,0,0
Medtr8g026960,1543,2484,2242,2040,1997,2752
Medtr8g026990,0,0,0,0,0,0
Medtr8g027000,0,0,0,0,0,0
Medtr8g027025,0,0,0,0,0,0
Medtr8g027040,1362,1639,1700,1080,954,1246
Medtr8g027050,12,13,15,8,6,12
Medtr8g027080,1701,2652,1993,2036,2445,2205
Medtr8g027090,0,0,0,0,0,0
Medtr8g027100,3,3,6,5,0,2
Medtr8g027110,1,6,4,6,5,3
Medtr8g027130,0,0,0,0,0,0
Medtr8g027132,0,0,0,0,1,0
Medtr8g027135,0,0,0,0,0,0
Medtr8g027140,297,428,399,359,426,407
Medtr8g027150,14,14,16,11,25,17
Medtr8g027160,773,1015,1072,1415,1064,1332
Medtr8g027180,664,900,967,1094,687,855
Medtr8g027190,1024,1312,969,946,1466,1199
Medtr8g027200,90,145,138,95,102,100
Medtr8g027210,0,0,0,0,0,0
Medtr8g027220,431,483,377,451,426,441
Medtr8g027255,895,1069,969,840,848,924
Medtr8g027260,2,3,9,0,0,1
Medtr8g027265,39,47,25,33,28,21
Medtr8g027285,797,1160,781,755,804,852
Medtr8g027290,0,1,0,0,0,2
Medtr8g027295,485,487,412,487,440,461
Medtr8g027305,0,0,0,0,0,0
Medtr8g027335,0,0,0,0,0,0
Medtr8g027345,280,635,328,906,472,459
Medtr8g027365,237,347,276,279,323,301
Medtr8g027375,33,54,19,29,25,24
Medtr8g027380,318,470,383,339,451,413
Medtr8g027385,197,298,254,187,253,234
Medtr8g027390,3,2,2,1,5,0
Medtr8g027395,8,7,24,27,57,27
Medtr8g027415,0,0,0,0,0,0
Medtr8g027420,0,0,0,0,0,0
Medtr8g027425,1022,1513,1271,1473,1587,1472
Medtr8g027430,3,0,0,1,2,1
Medtr8g027435,0,2,2,1,1,2
Medtr8g027440,270,387,405,333,287,434
Medtr8g027450,1488,1982,1455,1647,2333,1817
Medtr8g027455,0,0,0,0,0,1
Medtr8g027465,6,11,6,5,6,10
Medtr8g027495,181,301,245,207,236,244
Medtr8g027510,1,0,0,0,0,1
Medtr8g027515,0,0,0,0,0,0
Medtr8g027520,597,839,702,574,621,624
Medtr8g027525,183,234,175,193,199,223
Medtr8g027530,1,0,2,0,0,0
Medtr8g027540,121,126,119,108,131,158
Medtr8g027545,0,0,0,0,0,2
Medtr8g027550,0,0,1,0,0,0
Medtr8g027555,0,0,0,0,0,0
Medtr8g027560,0,0,0,0,0,0
Medtr8g027565,0,0,0,0,0,0
Medtr8g027585,0,0,0,0,0,0
Medtr8g027595,0,0,0,0,0,0
Medtr8g027605,206,314,269,241,307,303
Medtr8g027610,1180,1649,1533,1475,1316,1475
Medtr8g027620,250,269,308,189,204,221
Medtr8g027640,0,0,0,0,0,0
Medtr8g027660,0,0,0,0,0,0
Medtr8g027670,0,0,0,0,0,0
Medtr8g027675,4,3,1,3,4,4
Medtr8g027685,1136,1095,1139,815,726,1379
Medtr8g027695,0,0,0,0,0,0
Medtr8g027700,69,95,80,56,107,95
Medtr8g027710,128,161,123,116,148,173
Medtr8g027715,235,319,295,287,381,337
Medtr8g027725,167,284,218,175,182,199
Medtr8g027730,0,0,0,0,0,0
Medtr8g027735,0,0,0,0,1,0
Medtr8g027740,0,0,0,0,0,0
Medtr8g027745,98,84,94,162,125,97
Medtr8g027750,176,253,206,202,219,232
Medtr8g027755,394,476,374,393,381,381
Medtr8g027760,942,1287,949,823,1101,943
Medtr8g027765,11,8,4,10,7,12
Medtr8g027770,384,442,393,369,575,475
Medtr8g027775,1584,1916,1626,1761,2788,1989
Medtr8g027780,472,572,545,473,585,580
Medtr8g027790,1606,2015,1870,1547,1824,1740
Medtr8g027800,0,0,0,0,0,0
Medtr8g027805,3150,3854,3333,2657,2887,2655
Medtr8g027810,59,51,59,47,41,71
Medtr8g027820,129,184,127,101,120,103
Medtr8g027825,0,0,0,0,0,0
Medtr8g027830,0,0,0,0,0,0
Medtr8g027835,530,521,488,497,477,582
Medtr8g027840,73,99,70,58,126,93
Medtr8g027845,0,0,0,0,0,0
Medtr8g027855,0,0,0,0,1,0
Medtr8g027860,148,223,305,434,393,646
Medtr8g027870,0,7,13,2,1,0
Medtr8g027885,15,13,9,4,5,2
Medtr8g027890,270,385,309,223,356,316
Medtr8g027895,0,2,3,4,2,1
Medtr8g027900,113,192,127,124,139,139
Medtr8g027905,164,239,182,197,309,230
Medtr8g027910,8,6,5,13,5,4
Medtr8g027915,62,155,115,54,82,42
Medtr8g027920,163,247,284,203,162,237
Medtr8g027930,0,0,0,0,1,0
Medtr8g027950,0,0,0,0,0,0
Medtr8g027955,123,178,181,276,225,240
Medtr8g027965,4,4,4,6,4,3
Medtr8g027970,0,0,0,0,0,1
Medtr8g027975,2228,2718,2153,2393,3360,2529
Medtr8g027980,1,2,0,0,1,3
Medtr8g027985,229,229,242,199,262,405
Medtr8g027990,2,4,0,0,1,2
Medtr8g027995,1051,1344,1119,997,1218,1226
Medtr8g028005,0,0,0,0,0,0
Medtr8g028010,53,84,45,35,66,68
Medtr8g028015,210,323,289,221,289,263
Medtr8g028020,0,0,0,0,0,0
Medtr8g028025,0,0,0,0,0,0
Medtr8g028030,501,618,528,493,691,600
Medtr8g028040,400,500,428,466,436,433
Medtr8g028045,0,4,0,2,2,1
Medtr8g028050,0,0,0,0,0,0
Medtr8g028060,0,0,0,0,0,0
Medtr8g028065,26,62,40,36,28,46
Medtr8g028070,0,8,4,9,5,3
Medtr8g028075,40,120,99,51,67,55
Medtr8g028080,2023,3144,3082,2416,2728,2973
Medtr8g028085,248,382,274,229,391,321
Medtr8g028090,0,0,1,2,0,0
Medtr8g028095,0,0,0,0,0,0
Medtr8g028100,4,5,6,0,1,5
Medtr8g028105,42,43,32,38,50,41
Medtr8g028110,1,0,0,2,3,0
Medtr8g028115,0,0,0,0,0,0
Medtr8g028120,880,1146,911,778,934,960
Medtr8g028125,17306,24747,17689,17187,30682,22309
Medtr8g028135,2,1,1,4,3,5
Medtr8g028140,376,432,506,576,513,659
Medtr8g028145,584,707,478,564,995,802
Medtr8g028150,393,643,506,600,707,971
Medtr8g028160,45,22,16,16,22,44
Medtr8g028165,55,108,74,65,77,90
Medtr8g028180,4913,6464,5057,4579,5474,5607
Medtr8g028190,1738,2354,2105,1684,2103,1952
Medtr8g028215,17,11,10,8,8,3
Medtr8g028220,261,343,274,233,259,286
Medtr8g028225,34,41,32,6,7,3
Medtr8g028230,99,93,87,72,75,92
Medtr8g028250,499,497,469,360,404,398
Medtr8g028265,361,254,339,425,222,508
Medtr8g028275,0,0,0,0,0,0
Medtr8g028280,0,0,0,0,0,0
Medtr8g028285,0,0,0,0,0,0
Medtr8g028290,0,0,0,0,0,0
Medtr8g028300,0,0,0,0,0,0
Medtr8g028305,0,0,0,0,0,0
Medtr8g028315,0,0,0,0,2,2
Medtr8g028325,0,0,0,0,0,0
Medtr8g028335,0,0,0,0,0,0
Medtr8g028350,0,0,0,0,0,0
Medtr8g028355,0,0,0,0,0,0
Medtr8g028360,0,0,0,0,0,0
Medtr8g028365,0,0,1,0,0,0
Medtr8g028370,0,0,0,0,0,0
Medtr8g028375,0,1,3,0,2,2
Medtr8g028380,1,1,0,2,1,0
Medtr8g028395,926,1435,1178,1058,1288,1147
Medtr8g028410,726,1115,855,782,839,829
Medtr8g028415,2,0,0,3,2,2
Medtr8g028425,307,342,288,241,203,256
Medtr8g028430,9,88,38,45,40,47
Medtr8g028435,183,230,325,703,359,678
Medtr8g028440,49,65,26,42,73,59
Medtr8g028445,206,292,253,211,232,229
Medtr8g028450,2343,3585,2297,2254,4181,2709
Medtr8g028460,76,41,58,65,113,91
Medtr8g028465,75,84,108,51,84,97
Medtr8g028475,24,63,79,127,138,240
Medtr8g028480,1,5,3,1,0,4
Medtr8g028485,561,789,544,605,894,703
Medtr8g028490,0,0,0,0,0,0
Medtr8g028495,0,0,0,0,0,0
Medtr8g028500,512,398,329,421,274,329
Medtr8g028505,0,0,0,0,0,0
Medtr8g028510,0,0,0,0,0,0
Medtr8g028520,27,25,33,17,29,15
Medtr8g028525,0,12,8,8,5,8
Medtr8g028540,0,0,0,0,0,0
Medtr8g028545,97,85,78,57,65,84
Medtr8g028550,6,6,9,10,17,19
Medtr8g028555,512,761,625,519,786,726
Medtr8g028560,0,0,0,0,0,0
Medtr8g028565,129,155,142,265,224,145
Medtr8g028580,137,216,160,181,263,215
Medtr8g028595,0,0,0,0,0,0
Medtr8g028600,10,4,2,1,0,4
Medtr8g028605,0,0,0,0,0,0
Medtr8g028615,148,205,172,129,108,106
Medtr8g028620,0,0,0,0,0,0
Medtr8g028630,134,201,178,146,185,176
Medtr8g028640,718,901,808,654,890,854
Medtr8g028655,448,552,455,427,443,504
Medtr8g028665,0,0,0,0,0,0
Medtr8g028680,0,0,0,0,0,0
Medtr8g028685,0,0,0,0,0,0
Medtr8g028695,444,535,465,397,472,479
Medtr8g028700,423,569,562,489,581,543
Medtr8g028710,3873,4930,4545,4077,3986,4727
Medtr8g028720,980,1130,1112,1250,916,1094
Medtr8g028725,933,1102,975,983,1170,1228
Medtr8g028735,0,0,0,0,0,0
Medtr8g028740,0,0,0,0,0,0
Medtr8g028745,0,0,0,0,0,0
Medtr8g028750,0,0,0,0,0,0
Medtr8g028755,0,0,0,0,0,0
Medtr8g028760,288,382,306,305,379,360
Medtr8g028765,110,189,134,135,192,160
Medtr8g028770,0,0,0,0,0,0
Medtr8g028780,61,21,17,40,7,1
Medtr8g028785,0,0,0,0,0,0
Medtr8g028790,0,0,0,0,0,0
Medtr8g028795,11,11,7,28,4,2
Medtr8g028800,206,313,390,503,420,569
Medtr8g028815,110,134,98,134,114,136
Medtr8g028820,0,0,0,0,0,0
Medtr8g028825,0,0,0,0,0,0
Medtr8g028835,96,115,72,68,116,76
Medtr8g028845,20,24,11,11,33,20
Medtr8g028870,0,0,0,0,0,0
Medtr8g028875,279,308,336,597,329,443
Medtr8g028880,332,464,525,502,444,475
Medtr8g028890,14,10,5,9,29,26
Medtr8g028895,0,0,0,0,0,0
Medtr8g028900,0,0,0,0,0,0
Medtr8g028905,0,0,0,0,0,0
Medtr8g028915,0,0,0,0,0,0
Medtr8g028920,2253,3564,3270,2316,2303,2767
Medtr8g030390,0,0,0,0,0,0
Medtr8g030480,1,4,0,2,1,1
Medtr8g030490,0,0,0,0,0,0
Medtr8g030500,140,193,141,151,182,184
Medtr8g030510,431,572,531,397,396,495
Medtr8g030550,3185,4335,4241,3763,3518,4192
Medtr8g030560,0,0,0,0,0,0
Medtr8g030580,0,1,0,3,0,0
Medtr8g030590,131,79,89,256,100,154
Medtr8g030600,105,140,117,119,147,146
Medtr8g030620,240,152,148,536,200,368
Medtr8g030630,0,0,0,0,0,0
Medtr8g030660,0,0,0,0,0,0
Medtr8g030665,20,26,35,26,35,35
Medtr8g030670,240,327,333,238,271,327
Medtr8g030680,1306,1188,1231,1324,1204,1379
Medtr8g030690,41,36,20,33,38,34
Medtr8g030700,0,0,0,0,0,0
Medtr8g030730,39,72,42,28,82,41
Medtr8g030733,33,45,51,34,38,40
Medtr8g030737,24,30,35,18,23,13
Medtr8g030750,548,673,691,730,705,719
Medtr8g030760,0,0,0,1,0,0
Medtr8g030800,1102,1458,1387,1404,1229,1364
Medtr8g030820,0,0,0,0,0,0
Medtr8g030830,263,340,311,300,341,402
Medtr8g030840,627,877,713,685,759,822
Medtr8g030850,218,367,371,302,317,319
Medtr8g030860,49,68,75,55,41,73
Medtr8g030870,0,0,0,0,0,0
Medtr8g030880,44,42,45,64,45,48
Medtr8g030890,266,335,318,314,308,343
Medtr8g030920,248,302,274,238,271,311
Medtr8g030930,0,0,0,0,0,0
Medtr8g030940,271,399,322,293,305,343
Medtr8g030960,0,0,0,0,0,0
Medtr8g030980,0,0,0,0,0,0
Medtr8g030990,0,0,1,0,1,0
Medtr8g031000,135,162,120,131,137,152
Medtr8g031010,134,131,103,103,126,102
Medtr8g031030,709,1314,907,765,1041,831
Medtr8g031040,705,963,695,587,895,781
Medtr8g031050,0,0,0,0,0,0
Medtr8g031060,0,0,0,0,0,0
Medtr8g031070,0,0,0,0,1,0
Medtr8g031080,0,0,0,0,0,0
Medtr8g031100,47,70,54,40,58,52
Medtr8g031120,0,0,0,0,0,0
Medtr8g031150,0,0,0,0,0,0
Medtr8g031160,0,0,0,0,0,0
Medtr8g031170,0,0,0,0,0,0
Medtr8g031180,0,0,0,0,0,0
Medtr8g031190,1037,1321,1185,998,946,1108
Medtr8g031210,103,167,116,121,103,135
Medtr8g031230,0,0,0,0,0,0
Medtr8g031240,0,0,0,0,0,0
Medtr8g031250,2,4,1,4,9,16
Medtr8g031270,790,937,923,912,763,952
Medtr8g031290,213,311,298,359,332,263
Medtr8g031320,417,572,416,437,506,429
Medtr8g031330,0,0,0,0,0,0
Medtr8g031340,0,0,0,0,0,0
Medtr8g031350,0,0,0,0,0,0
Medtr8g031360,2,7,0,1,1,0
Medtr8g031370,2568,4806,4069,2986,3119,3496
Medtr8g031380,15,31,29,18,13,24
Medtr8g031390,60,73,78,89,73,69
Medtr8g031400,94,122,151,556,130,169
Medtr8g031410,0,0,0,0,0,0
Medtr8g031420,1,1,0,20,3,0
Medtr8g031430,232,195,326,156,142,182
Medtr8g031440,120,137,100,127,134,120
Medtr8g031450,630,650,775,920,832,1103
Medtr8g031460,2,2,0,0,1,1
Medtr8g031470,645,799,630,498,631,553
Medtr8g031480,569,643,650,470,484,678
Medtr8g031490,0,1,0,1,0,1
Medtr8g031500,114,114,141,80,84,111
Medtr8g031510,40,43,41,32,43,43
Medtr8g031520,23,29,32,49,33,39
Medtr8g031540,0,0,0,0,0,0
Medtr8g031550,258,219,247,241,245,336
Medtr8g031560,458,597,425,466,617,571
Medtr8g031570,0,0,0,0,0,0
Medtr8g031580,117,237,162,137,187,158
Medtr8g031600,153,186,148,181,242,215
Medtr8g031610,9,16,13,15,17,15
Medtr8g031630,0,1,1,1,0,1
Medtr8g031650,10,7,3,9,11,7
Medtr8g031660,0,0,0,0,0,0
Medtr8g031680,0,0,0,0,0,0
Medtr8g031690,0,0,0,0,0,0
Medtr8g031800,0,0,0,0,0,0
Medtr8g031810,0,0,0,0,0,0
Medtr8g031830,0,0,0,0,0,0
Medtr8g031840,0,0,0,0,0,0
Medtr8g031850,0,1,0,0,0,0
Medtr8g031870,0,0,0,0,0,0
Medtr8g031900,52,24,32,54,61,50
Medtr8g031910,347,415,384,595,437,505
Medtr8g031940,49,53,72,65,60,77
Medtr8g031960,0,0,0,0,0,0
Medtr8g031980,2,2,1,3,4,3
Medtr8g031990,57,71,87,55,46,58
Medtr8g032000,48,42,44,49,35,40
Medtr8g032010,536,668,560,539,608,671
Medtr8g032020,263,359,276,312,440,380
Medtr8g032030,137,138,188,154,129,180
Medtr8g032040,1320,1832,1650,1774,1883,1971
Medtr8g032050,10,9,19,9,25,17
Medtr8g032055,5,3,10,4,8,6
Medtr8g032060,0,0,0,0,0,0
Medtr8g032080,80,158,116,117,157,113
Medtr8g032090,0,0,0,0,0,0
Medtr8g032100,95,192,86,128,149,64
Medtr8g032130,95,236,103,169,209,108
Medtr8g032140,4,6,1,1,3,1
Medtr8g032210,0,0,0,0,0,0
Medtr8g032230,1,1,0,0,1,0
Medtr8g032240,76,102,89,91,129,110
Medtr8g032250,0,0,0,0,0,0
Medtr8g032260,45,44,29,22,31,42
Medtr8g032270,246,337,246,292,349,327
Medtr8g032290,2,6,5,0,3,6
Medtr8g032300,419,392,366,294,269,356
Medtr8g032320,1821,2667,2196,1772,1954,2100
Medtr8g032325,0,0,0,0,0,0
Medtr8g032340,114,153,131,112,136,137
Medtr8g032350,0,0,0,0,0,0
Medtr8g032360,0,0,0,0,0,0
Medtr8g032380,0,0,0,0,0,0
Medtr8g032390,0,0,0,0,0,0
Medtr8g032420,0,0,0,0,0,0
Medtr8g032430,0,0,0,0,0,0
Medtr8g032440,0,0,0,0,0,0
Medtr8g032450,0,0,0,2,4,0
Medtr8g032470,0,0,0,0,0,0
Medtr8g032480,0,2,0,1,0,1
Medtr8g032510,2,3,4,58,18,7
Medtr8g032540,0,0,0,0,0,0
Medtr8g032570,195,267,242,200,240,231
Medtr8g032590,496,830,595,468,656,628
Medtr8g032610,3,2,0,0,2,1
Medtr8g032640,296,376,340,363,436,399
Medtr8g032650,2,1,1,0,2,0
Medtr8g032690,26,18,25,16,26,16
Medtr8g032700,89,103,103,58,73,100
Medtr8g032710,66,69,64,46,72,78
Medtr8g032720,3,1,3,3,4,1
Medtr8g032750,0,0,0,0,0,0
Medtr8g032770,156,312,394,199,273,300
Medtr8g032810,0,0,0,0,0,0
Medtr8g032820,1,1,1,0,1,0
Medtr8g032830,370,389,360,362,315,380
Medtr8g032850,0,2,1,1,0,5
Medtr8g032860,452,509,418,414,447,434
Medtr8g032880,585,907,714,673,900,711
Medtr8g032890,0,0,0,0,0,0
Medtr8g032900,0,0,0,0,0,0
Medtr8g032930,0,0,0,0,0,0
Medtr8g032940,1,0,1,3,2,1
Medtr8g032950,596,953,1048,564,333,592
Medtr8g032980,0,0,0,0,0,0
Medtr8g033000,0,0,0,0,0,0
Medtr8g033010,0,0,0,0,0,0
Medtr8g033020,0,0,0,0,0,0
Medtr8g033030,0,0,0,0,0,0
Medtr8g033040,270,327,280,238,312,283
Medtr8g033070,550,500,486,377,285,311
Medtr8g033080,1214,1462,1468,1586,1311,1597
Medtr8g033090,0,0,1,25,3,3
Medtr8g033100,0,0,0,0,0,0
Medtr8g033110,0,0,0,1,0,0
Medtr8g033130,0,0,0,1,0,0
Medtr8g033140,1,2,2,3,0,1
Medtr8g033150,91,115,184,235,87,139
Medtr8g033180,1085,1653,1381,1253,1428,1386
Medtr8g033220,8,11,6,2,5,1
Medtr8g033250,2,4,6,0,0,1
Medtr8g033260,0,0,0,0,0,0
Medtr8g033270,0,1,3,0,1,3
Medtr8g033290,74,94,78,156,105,148
Medtr8g033340,791,1113,849,774,1129,947
Medtr8g033350,19,19,27,28,25,21
Medtr8g033360,357,510,459,342,383,436
Medtr8g033380,16,16,23,20,35,34
Medtr8g033390,0,1,0,0,0,3
Medtr8g033400,33,82,46,64,53,55
Medtr8g033410,43,49,30,32,35,34
Medtr8g033420,713,1028,855,776,879,828
Medtr8g033430,457,679,562,525,477,576
Medtr8g035490,0,0,0,0,0,0
Medtr8g035500,0,1,0,0,0,0
Medtr8g035520,1,1,0,0,1,0
Medtr8g035530,0,0,0,0,0,0
Medtr8g035540,1,0,0,3,1,3
Medtr8g035560,397,435,432,403,439,446
Medtr8g035590,1608,2094,1788,1655,1601,1811
Medtr8g035600,0,0,0,0,0,0
Medtr8g035610,500,736,551,486,707,565
Medtr8g035620,245,274,273,230,278,291
Medtr8g035630,0,0,0,0,0,0
Medtr8g035640,0,0,0,0,0,0
Medtr8g035670,0,0,0,0,0,0
Medtr8g035680,420,379,395,655,380,534
Medtr8g035690,2,10,9,5,5,3
Medtr8g035700,0,0,0,0,0,0
Medtr8g035720,244,290,242,258,236,247
Medtr8g035750,11,27,14,17,7,10
